state,district,crop,season,crop_year,area_hectare,production_tonne,yield_kg_per_hectare
All India,,Mesta,Kharif,2023,0.39,4.41,2033.00
All India,,Mesta,Kharif,2024,0.30,3.13,1864.00
All India,,Mesta,Kharif,2025,0.23,2.27,1784.00
All India,,Mesta,Total,2021,0.38,3.87,1831.00
All India,,Mesta,Total,2022,0.39,4.03,1871.00
All India,,Mesta,Total,2023,0.39,4.41,2033.00
All India,,Mesta,Total,2024,0.30,3.13,1864.00
All India,,Mesta,Total,2025,0.23,2.27,1784.00
All India,,Jute & Mesta,Kharif,2021,6.67,101.49,2738.00
All India,,Jute & Mesta,Kharif,2022,6.58,93.92,2570.00
All India,,Jute & Mesta,Kharif,2023,6.37,96.92,2737.00
All India,,Jute & Mesta,Kharif,2024,5.74,88.02,2758.00
All India,,Jute & Mesta,Kharif,2025,6.06,94.03,2793.00
All India,,Jute & Mesta,Total,2021,6.67,101.49,2738.00
All India,,Jute & Mesta,Total,2022,6.58,93.92,2570.00
All India,,Jute & Mesta,Total,2023,6.37,96.92,2737.00
All India,,Jute & Mesta,Total,2024,5.74,88.02,2758.00
All India,,Jute & Mesta,Total,2025,6.06,94.03,2793.00
