state,district,taluka,season_year,start_date,end_date,duration_days
Maharashtra,Thane,Thane,2021,2021-08-23,2021-08-30,8
Maharashtra,Thane,Thane,2021,2021-10-14,2021-10-31,18
Maharashtra,Thane,Kalyan,2021,2021-10-14,2021-10-31,18
Maharashtra,Thane,Murbad,2021,2021-06-29,2021-07-06,8
Maharashtra,Thane,Murbad,2021,2021-10-11,2021-10-31,21
Maharashtra,Thane,Bhivandi,2021,2021-08-23,2021-08-30,8
Maharashtra,Thane,Bhivandi,2021,2021-10-13,2021-10-31,19
Maharashtra,Thane,Shahapur,2021,2021-10-13,2021-10-31,19
Maharashtra,Thane,Ulhasnagar,2021,2021-08-23,2021-08-30,8
Maharashtra,Thane,Ulhasnagar,2021,2021-10-21,2021-10-31,11
Maharashtra,Thane,Ambarnath,2021,2021-08-23,2021-08-30,8
Maharashtra,Thane,Ambarnath,2021,2021-10-14,2021-10-31,18
Maharashtra,Raigadh,Alibag,2021,2021-10-13,2021-10-31,19
Maharashtra,Raigadh,Panwel,2021,2021-10-14,2021-10-31,18
Maharashtra,Raigadh,Karjat,2021,2021-10-14,2021-10-31,18
Maharashtra,Raigadh,Khalapur,2021,2021-10-13,2021-10-31,19
Maharashtra,Raigadh,Uran,2021,2021-10-13,2021-10-31,19
Maharashtra,Raigadh,Sudhagad,2021,2021-10-13,2021-10-31,19
Maharashtra,Raigadh,Pen,2021,2021-10-13,2021-10-31,19
Maharashtra,Raigadh,Mahad,2021,2021-10-12,2021-10-31,20
Maharashtra,Raigadh,Mangaon,2021,2021-10-12,2021-10-31,20
Maharashtra,Raigadh,Roha,2021,2021-10-13,2021-10-31,19
Maharashtra,Raigadh,Poladpur,2021,2021-10-13,2021-10-31,19
Maharashtra,Raigadh,Murud,2021,2021-10-13,2021-10-31,19
Maharashtra,Raigadh,Shriwardhan,2021,2021-10-13,2021-10-31,19
Maharashtra,Raigadh,Mahasala,2021,2021-10-13,2021-10-31,19
Maharashtra,Raigadh,Tala,2021,2021-10-14,2021-10-31,18
Maharashtra,Ratnagiri,Chiplun,2021,2021-10-13,2021-10-31,19
Maharashtra,Ratnagiri,Dapoli,2021,2021-10-13,2021-10-31,19
Maharashtra,Ratnagiri,Khed,2021,2021-10-20,2021-10-31,12
Maharashtra,Ratnagiri,Guhagar,2021,2021-10-13,2021-10-31,19
Maharashtra,Ratnagiri,Mandangad,2021,2021-10-13,2021-10-31,19
Maharashtra,Ratnagiri,Ratnagiri,2021,2021-10-13,2021-10-31,19
Maharashtra,Ratnagiri,Sangameshwar,2021,2021-10-14,2021-10-31,18
Maharashtra,Ratnagiri,Rajapur,2021,2021-10-14,2021-10-31,18
Maharashtra,Ratnagiri,Lanja,2021,2021-10-14,2021-10-31,18
Maharashtra,Sindhudurg,Devgad,2021,2021-10-14,2021-10-31,18
Maharashtra,Sindhudurg,Malwan,2021,2021-10-11,2021-10-31,21
Maharashtra,Sindhudurg,Sawantwadi,2021,2021-10-17,2021-10-24,8
Maharashtra,Sindhudurg,Vengurla,2021,2021-10-17,2021-10-31,15
Maharashtra,Sindhudurg,Kankawali,2021,2021-10-17,2021-10-31,15
Maharashtra,Sindhudurg,Kudal,2021,2021-10-17,2021-10-31,15
Maharashtra,Sindhudurg,Vaibhavwadi,2021,2021-10-17,2021-10-31,15
Maharashtra,Sindhudurg,Dodamarg,2021,2021-10-17,2021-10-25,9
Maharashtra,Palghar,Vasai,2021,2021-10-12,2021-10-31,20
Maharashtra,Palghar,Wada,2021,2021-10-13,2021-10-31,19
Maharashtra,Palghar,Dahanu,2021,2021-10-14,2021-10-31,18
Maharashtra,Palghar,Palghar,2021,2021-07-02,2021-07-08,7
Maharashtra,Palghar,Palghar,2021,2021-10-01,2021-10-07,7
Maharashtra,Palghar,Palghar,2021,2021-10-12,2021-10-31,20
Maharashtra,Palghar,Javhar,2021,2021-07-02,2021-07-08,7
Maharashtra,Palghar,Javhar,2021,2021-10-14,2021-10-31,18
Maharashtra,Palghar,Mokhada,2021,2021-10-13,2021-10-31,19
Maharashtra,Palghar,Talasari,2021,2021-07-02,2021-07-08,7
Maharashtra,Palghar,Talasari,2021,2021-10-14,2021-10-31,18
Maharashtra,Palghar,Vikramgad,2021,2021-06-30,2021-07-08,9
Maharashtra,Palghar,Vikramgad,2021,2021-10-15,2021-10-31,17
Maharashtra,Nashik,Malegaon,2021,2021-06-18,2021-06-27,10
Maharashtra,Nashik,Malegaon,2021,2021-07-27,2021-08-15,20
Maharashtra,Nashik,Malegaon,2021,2021-09-15,2021-09-21,7
Maharashtra,Nashik,Malegaon,2021,2021-10-11,2021-10-31,21
Maharashtra,Nashik,Baglan,2021,2021-06-11,2021-06-24,14
Maharashtra,Nashik,Baglan,2021,2021-07-29,2021-08-17,20
Maharashtra,Nashik,Baglan,2021,2021-08-21,2021-08-28,8
Maharashtra,Nashik,Baglan,2021,2021-09-15,2021-09-23,9
Maharashtra,Nashik,Baglan,2021,2021-10-14,2021-10-31,18
Maharashtra,Nashik,Kalwan,2021,2021-06-11,2021-06-19,9
Maharashtra,Nashik,Kalwan,2021,2021-08-06,2021-08-14,9
Maharashtra,Nashik,Kalwan,2021,2021-08-23,2021-08-30,8
Maharashtra,Nashik,Kalwan,2021,2021-09-15,2021-09-21,7
Maharashtra,Nashik,Kalwan,2021,2021-10-19,2021-10-31,13
Maharashtra,Nashik,Nandgaon,2021,2021-07-29,2021-08-11,14
Maharashtra,Nashik,Nandgaon,2021,2021-08-22,2021-08-29,8
Maharashtra,Nashik,Nandgaon,2021,2021-09-13,2021-09-20,8
Maharashtra,Nashik,Nandgaon,2021,2021-10-10,2021-10-31,22
Maharashtra,Nashik,Surgana,2021,2021-06-08,2021-06-19,12
Maharashtra,Nashik,Surgana,2021,2021-06-29,2021-07-10,12
Maharashtra,Nashik,Surgana,2021,2021-08-23,2021-08-29,7
Maharashtra,Nashik,Surgana,2021,2021-10-14,2021-10-31,18
Maharashtra,Nashik,Nasik,2021,2021-06-08,2021-06-18,11
Maharashtra,Nashik,Nasik,2021,2021-06-21,2021-06-27,7
Maharashtra,Nashik,Nasik,2021,2021-06-30,2021-07-08,9
Maharashtra,Nashik,Nasik,2021,2021-08-23,2021-08-30,8
Maharashtra,Nashik,Nasik,2021,2021-10-01,2021-10-07,7
Maharashtra,Nashik,Nasik,2021,2021-10-19,2021-10-31,13
Maharashtra,Nashik,Dindori,2021,2021-06-30,2021-07-08,9
Maharashtra,Nashik,Dindori,2021,2021-08-06,2021-08-14,9
Maharashtra,Nashik,Dindori,2021,2021-10-19,2021-10-31,13
Maharashtra,Nashik,Egatpuri,2021,2021-08-23,2021-08-30,8
Maharashtra,Nashik,Egatpuri,2021,2021-10-14,2021-10-31,18
Maharashtra,Nashik,Peth,2021,2021-07-02,2021-07-08,7
Maharashtra,Nashik,Peth,2021,2021-10-01,2021-10-09,9
Maharashtra,Nashik,Peth,2021,2021-10-14,2021-10-31,18
Maharashtra,Nashik,Niphad,2021,2021-06-08,2021-06-18,11
Maharashtra,Nashik,Niphad,2021,2021-06-21,2021-06-27,7
Maharashtra,Nashik,Niphad,2021,2021-06-30,2021-07-09,10
Maharashtra,Nashik,Niphad,2021,2021-07-13,2021-07-19,7
Maharashtra,Nashik,Niphad,2021,2021-07-30,2021-08-15,17
Maharashtra,Nashik,Niphad,2021,2021-08-23,2021-08-30,8
Maharashtra,Nashik,Niphad,2021,2021-09-15,2021-09-21,7
Maharashtra,Nashik,Niphad,2021,2021-10-19,2021-10-31,13
Maharashtra,Nashik,Sinnar,2021,2021-06-08,2021-06-18,11
Maharashtra,Nashik,Sinnar,2021,2021-06-30,2021-07-09,10
Maharashtra,Nashik,Sinnar,2021,2021-07-28,2021-08-15,19
Maharashtra,Nashik,Sinnar,2021,2021-08-23,2021-08-30,8
Maharashtra,Nashik,Sinnar,2021,2021-10-19,2021-10-31,13
Maharashtra,Nashik,Yevla,2021,2021-06-11,2021-06-18,8
Maharashtra,Nashik,Yevla,2021,2021-06-30,2021-07-08,9
Maharashtra,Nashik,Yevla,2021,2021-07-27,2021-08-15,20
Maharashtra,Nashik,Yevla,2021,2021-08-23,2021-08-30,8
Maharashtra,Nashik,Yevla,2021,2021-09-13,2021-09-22,10
Maharashtra,Nashik,Yevla,2021,2021-10-09,2021-10-31,23
Maharashtra,Nashik,Chandwad,2021,2021-06-11,2021-06-18,8
Maharashtra,Nashik,Chandwad,2021,2021-06-30,2021-07-06,7
Maharashtra,Nashik,Chandwad,2021,2021-07-29,2021-08-04,7
Maharashtra,Nashik,Chandwad,2021,2021-08-06,2021-08-15,10
Maharashtra,Nashik,Chandwad,2021,2021-08-23,2021-08-30,8
Maharashtra,Nashik,Chandwad,2021,2021-09-15,2021-09-21,7
Maharashtra,Nashik,Chandwad,2021,2021-10-11,2021-10-17,7
Maharashtra,Nashik,Chandwad,2021,2021-10-19,2021-10-31,13
Maharashtra,Nashik,Trimbakeshwar,2021,2021-06-30,2021-07-08,9
Maharashtra,Nashik,Trimbakeshwar,2021,2021-10-11,2021-10-31,21
Maharashtra,Nashik,Devali,2021,2021-06-11,2021-06-19,9
Maharashtra,Nashik,Devali,2021,2021-07-27,2021-08-16,21
Maharashtra,Nashik,Devali,2021,2021-08-23,2021-08-30,8
Maharashtra,Nashik,Devali,2021,2021-09-15,2021-09-21,7
Maharashtra,Nashik,Devali,2021,2021-10-11,2021-10-31,21
Maharashtra,Dhule,Dhule,2021,2021-07-27,2021-08-07,12
Maharashtra,Dhule,Dhule,2021,2021-08-09,2021-08-17,9
Maharashtra,Dhule,Dhule,2021,2021-10-06,2021-10-16,11
Maharashtra,Dhule,Dhule,2021,2021-10-19,2021-10-31,13
Maharashtra,Dhule,Sakri,2021,2021-06-08,2021-06-17,10
Maharashtra,Dhule,Sakri,2021,2021-06-30,2021-07-09,10
Maharashtra,Dhule,Sakri,2021,2021-07-28,2021-08-08,12
Maharashtra,Dhule,Sakri,2021,2021-08-10,2021-08-17,8
Maharashtra,Dhule,Sakri,2021,2021-08-21,2021-08-28,8
Maharashtra,Dhule,Sakri,2021,2021-09-15,2021-09-21,7
Maharashtra,Dhule,Sakri,2021,2021-10-14,2021-10-31,18
Maharashtra,Dhule,Shirpur,2021,2021-06-11,2021-06-18,8
Maharashtra,Dhule,Shirpur,2021,2021-06-21,2021-06-27,7
Maharashtra,Dhule,Shirpur,2021,2021-06-30,2021-07-10,11
Maharashtra,Dhule,Shirpur,2021,2021-07-27,2021-08-04,9
Maharashtra,Dhule,Shirpur,2021,2021-08-06,2021-08-17,12
Maharashtra,Dhule,Shirpur,2021,2021-08-21,2021-08-29,9
Maharashtra,Dhule,Shirpur,2021,2021-09-16,2021-09-25,10
Maharashtra,Dhule,Shirpur,2021,2021-10-04,2021-10-17,14
Maharashtra,Dhule,Shirpur,2021,2021-10-19,2021-10-31,13
Maharashtra,Dhule,Shindkheda,2021,2021-06-11,2021-06-17,7
Maharashtra,Dhule,Shindkheda,2021,2021-06-19,2021-06-26,8
Maharashtra,Dhule,Shindkheda,2021,2021-06-30,2021-07-11,12
Maharashtra,Dhule,Shindkheda,2021,2021-07-27,2021-08-17,22
Maharashtra,Dhule,Shindkheda,2021,2021-08-21,2021-08-29,9
Maharashtra,Dhule,Shindkheda,2021,2021-09-21,2021-09-27,7
Maharashtra,Dhule,Shindkheda,2021,2021-10-04,2021-10-16,13
Maharashtra,Dhule,Shindkheda,2021,2021-10-19,2021-10-31,13
Maharashtra,Nandurbar,Nandurbar,2021,2021-06-11,2021-06-20,10
Maharashtra,Nandurbar,Nandurbar,2021,2021-06-30,2021-07-10,11
Maharashtra,Nandurbar,Nandurbar,2021,2021-08-03,2021-08-17,15
Maharashtra,Nandurbar,Nandurbar,2021,2021-08-21,2021-08-30,10
Maharashtra,Nandurbar,Nandurbar,2021,2021-09-22,2021-09-28,7
Maharashtra,Nandurbar,Nandurbar,2021,2021-10-04,2021-10-31,28
Maharashtra,Nandurbar,Navapur,2021,2021-06-05,2021-06-19,15
Maharashtra,Nandurbar,Navapur,2021,2021-06-30,2021-07-13,14
Maharashtra,Nandurbar,Navapur,2021,2021-08-03,2021-08-11,9
Maharashtra,Nandurbar,Navapur,2021,2021-08-21,2021-08-31,11
Maharashtra,Nandurbar,Navapur,2021,2021-10-05,2021-10-31,27
Maharashtra,Nandurbar,Shahada,2021,2021-06-11,2021-06-24,14
Maharashtra,Nandurbar,Shahada,2021,2021-06-30,2021-07-10,11
Maharashtra,Nandurbar,Shahada,2021,2021-07-31,2021-08-17,18
Maharashtra,Nandurbar,Shahada,2021,2021-08-23,2021-08-30,8
Maharashtra,Nandurbar,Shahada,2021,2021-09-18,2021-09-27,10
Maharashtra,Nandurbar,Shahada,2021,2021-10-08,2021-10-17,10
Maharashtra,Nandurbar,Shahada,2021,2021-10-19,2021-10-31,13
Maharashtra,Nandurbar,Taloda,2021,2021-06-04,2021-06-19,16
Maharashtra,Nandurbar,Taloda,2021,2021-06-29,2021-07-13,15
Maharashtra,Nandurbar,Taloda,2021,2021-08-02,2021-08-15,14
Maharashtra,Nandurbar,Taloda,2021,2021-08-22,2021-08-29,8
Maharashtra,Nandurbar,Taloda,2021,2021-10-14,2021-10-31,18
Maharashtra,Nandurbar,Akrani,2021,2021-06-04,2021-06-18,15
Maharashtra,Nandurbar,Akrani,2021,2021-06-29,2021-07-10,12
Maharashtra,Nandurbar,Akrani,2021,2021-10-04,2021-10-31,28
Maharashtra,Nandurbar,Akkalkua,2021,2021-06-07,2021-06-14,8
Maharashtra,Nandurbar,Akkalkua,2021,2021-06-29,2021-07-15,17
Maharashtra,Nandurbar,Akkalkua,2021,2021-07-30,2021-08-13,15
Maharashtra,Nandurbar,Akkalkua,2021,2021-08-20,2021-08-30,11
Maharashtra,Nandurbar,Akkalkua,2021,2021-10-04,2021-10-31,28
Maharashtra,Jalgaon,Jalgaon,2021,2021-06-30,2021-07-09,10
Maharashtra,Jalgaon,Jalgaon,2021,2021-07-30,2021-08-16,18
Maharashtra,Jalgaon,Jalgaon,2021,2021-08-23,2021-08-29,7
Maharashtra,Jalgaon,Jalgaon,2021,2021-10-03,2021-10-16,14
Maharashtra,Jalgaon,Jalgaon,2021,2021-10-19,2021-10-31,13
Maharashtra,Jalgaon,Bhusawal,2021,2021-06-06,2021-06-16,11
Maharashtra,Jalgaon,Bhusawal,2021,2021-07-02,2021-07-15,14
Maharashtra,Jalgaon,Bhusawal,2021,2021-07-30,2021-08-16,18
Maharashtra,Jalgaon,Bhusawal,2021,2021-08-22,2021-08-28,7
Maharashtra,Jalgaon,Bhusawal,2021,2021-10-08,2021-10-16,9
Maharashtra,Jalgaon,Bhusawal,2021,2021-10-19,2021-10-31,13
Maharashtra,Jalgaon,Yaval,2021,2021-06-09,2021-06-16,8
Maharashtra,Jalgaon,Yaval,2021,2021-06-30,2021-07-09,10
Maharashtra,Jalgaon,Yaval,2021,2021-07-30,2021-08-16,18
Maharashtra,Jalgaon,Yaval,2021,2021-08-22,2021-08-28,7
Maharashtra,Jalgaon,Yaval,2021,2021-10-19,2021-10-31,13
Maharashtra,Jalgaon,Raver,2021,2021-06-30,2021-07-09,10
Maharashtra,Jalgaon,Raver,2021,2021-08-06,2021-08-12,7
Maharashtra,Jalgaon,Raver,2021,2021-08-22,2021-08-28,7
Maharashtra,Jalgaon,Raver,2021,2021-10-03,2021-10-09,7
Maharashtra,Jalgaon,Raver,2021,2021-10-19,2021-10-31,13
Maharashtra,Jalgaon,Edlabad mukainagar,2021,2021-07-02,2021-07-10,9
Maharashtra,Jalgaon,Edlabad mukainagar,2021,2021-08-01,2021-08-16,16
Maharashtra,Jalgaon,Edlabad mukainagar,2021,2021-08-22,2021-08-28,7
Maharashtra,Jalgaon,Edlabad mukainagar,2021,2021-09-13,2021-09-20,8
Maharashtra,Jalgaon,Edlabad mukainagar,2021,2021-10-03,2021-10-12,10
Maharashtra,Jalgaon,Edlabad mukainagar,2021,2021-10-19,2021-10-31,13
Maharashtra,Jalgaon,Amalner,2021,2021-06-04,2021-06-16,13
Maharashtra,Jalgaon,Amalner,2021,2021-06-30,2021-07-09,10
Maharashtra,Jalgaon,Amalner,2021,2021-07-31,2021-08-09,10
Maharashtra,Jalgaon,Amalner,2021,2021-10-08,2021-10-16,9
Maharashtra,Jalgaon,Amalner,2021,2021-10-19,2021-10-31,13
Maharashtra,Jalgaon,Chopda,2021,2021-06-30,2021-07-10,11
Maharashtra,Jalgaon,Chopda,2021,2021-07-30,2021-08-16,18
Maharashtra,Jalgaon,Chopda,2021,2021-08-23,2021-08-29,7
Maharashtra,Jalgaon,Chopda,2021,2021-09-16,2021-09-22,7
Maharashtra,Jalgaon,Chopda,2021,2021-10-19,2021-10-31,13
Maharashtra,Jalgaon,Erandol,2021,2021-06-01,2021-06-09,9
Maharashtra,Jalgaon,Erandol,2021,2021-06-30,2021-07-08,9
Maharashtra,Jalgaon,Erandol,2021,2021-07-27,2021-08-07,12
Maharashtra,Jalgaon,Erandol,2021,2021-08-09,2021-08-16,8
Maharashtra,Jalgaon,Erandol,2021,2021-08-21,2021-08-29,9
Maharashtra,Jalgaon,Erandol,2021,2021-10-10,2021-10-16,7
Maharashtra,Jalgaon,Erandol,2021,2021-10-19,2021-10-31,13
Maharashtra,Jalgaon,Parola,2021,2021-06-09,2021-06-15,7
Maharashtra,Jalgaon,Parola,2021,2021-07-02,2021-07-08,7
Maharashtra,Jalgaon,Parola,2021,2021-07-27,2021-08-02,7
Maharashtra,Jalgaon,Parola,2021,2021-08-09,2021-08-16,8
Maharashtra,Jalgaon,Parola,2021,2021-10-10,2021-10-16,7
Maharashtra,Jalgaon,Parola,2021,2021-10-19,2021-10-31,13
Maharashtra,Jalgaon,Chalisgaon,2021,2021-07-27,2021-08-07,12
Maharashtra,Jalgaon,Chalisgaon,2021,2021-09-12,2021-09-19,8
Maharashtra,Jalgaon,Chalisgaon,2021,2021-10-08,2021-10-16,9
Maharashtra,Jalgaon,Chalisgaon,2021,2021-10-19,2021-10-31,13
Maharashtra,Jalgaon,Jamner,2021,2021-06-30,2021-07-08,9
Maharashtra,Jalgaon,Jamner,2021,2021-07-27,2021-08-02,7
Maharashtra,Jalgaon,Jamner,2021,2021-08-04,2021-08-17,14
Maharashtra,Jalgaon,Jamner,2021,2021-08-22,2021-08-29,8
Maharashtra,Jalgaon,Jamner,2021,2021-10-06,2021-10-16,11
Maharashtra,Jalgaon,Jamner,2021,2021-10-19,2021-10-31,13
Maharashtra,Jalgaon,Pachora,2021,2021-06-30,2021-07-08,9
Maharashtra,Jalgaon,Pachora,2021,2021-07-27,2021-08-07,12
Maharashtra,Jalgaon,Pachora,2021,2021-10-06,2021-10-16,11
Maharashtra,Jalgaon,Pachora,2021,2021-10-19,2021-10-31,13
Maharashtra,Jalgaon,Bhadgaon,2021,2021-06-30,2021-07-08,9
Maharashtra,Jalgaon,Bhadgaon,2021,2021-07-27,2021-08-16,21
Maharashtra,Jalgaon,Bhadgaon,2021,2021-09-14,2021-09-20,7
Maharashtra,Jalgaon,Bhadgaon,2021,2021-10-06,2021-10-16,11
Maharashtra,Jalgaon,Bhadgaon,2021,2021-10-19,2021-10-31,13
Maharashtra,Jalgaon,Dharangaon,2021,2021-06-30,2021-07-08,9
Maharashtra,Jalgaon,Dharangaon,2021,2021-07-29,2021-08-16,19
Maharashtra,Jalgaon,Dharangaon,2021,2021-08-23,2021-08-29,7
Maharashtra,Jalgaon,Dharangaon,2021,2021-10-08,2021-10-16,9
Maharashtra,Jalgaon,Dharangaon,2021,2021-10-19,2021-10-31,13
Maharashtra,Jalgaon,Bodhwada,2021,2021-06-10,2021-06-16,7
Maharashtra,Jalgaon,Bodhwada,2021,2021-06-30,2021-07-10,11
Maharashtra,Jalgaon,Bodhwada,2021,2021-07-31,2021-08-06,7
Maharashtra,Jalgaon,Bodhwada,2021,2021-08-08,2021-08-16,9
Maharashtra,Jalgaon,Bodhwada,2021,2021-08-22,2021-08-28,7
Maharashtra,Jalgaon,Bodhwada,2021,2021-09-13,2021-09-19,7
Maharashtra,Jalgaon,Bodhwada,2021,2021-10-08,2021-10-16,9
Maharashtra,Jalgaon,Bodhwada,2021,2021-10-19,2021-10-31,13
Maharashtra,Ahilyanagar,Nagar,2021,2021-06-30,2021-07-08,9
Maharashtra,Ahilyanagar,Nagar,2021,2021-07-21,2021-08-16,27
Maharashtra,Ahilyanagar,Nagar,2021,2021-09-09,2021-09-20,12
Maharashtra,Ahilyanagar,Nagar,2021,2021-10-11,2021-10-31,21
Maharashtra,Ahilyanagar,Parner,2021,2021-06-21,2021-06-27,7
Maharashtra,Ahilyanagar,Parner,2021,2021-07-21,2021-08-16,27
Maharashtra,Ahilyanagar,Parner,2021,2021-08-22,2021-08-29,8
Maharashtra,Ahilyanagar,Parner,2021,2021-09-09,2021-09-21,13
Maharashtra,Ahilyanagar,Parner,2021,2021-10-12,2021-10-31,20
Maharashtra,Ahilyanagar,Shrigonda,2021,2021-06-30,2021-07-07,8
Maharashtra,Ahilyanagar,Shrigonda,2021,2021-07-15,2021-08-16,33
Maharashtra,Ahilyanagar,Shrigonda,2021,2021-08-19,2021-08-29,11
Maharashtra,Ahilyanagar,Shrigonda,2021,2021-09-09,2021-09-22,14
Maharashtra,Ahilyanagar,Shrigonda,2021,2021-10-12,2021-10-31,20
Maharashtra,Ahilyanagar,Karjat,2021,2021-06-07,2021-06-16,10
Maharashtra,Ahilyanagar,Karjat,2021,2021-07-17,2021-08-17,32
Maharashtra,Ahilyanagar,Karjat,2021,2021-09-15,2021-09-22,8
Maharashtra,Ahilyanagar,Karjat,2021,2021-10-12,2021-10-31,20
Maharashtra,Ahilyanagar,Jamkhed,2021,2021-07-23,2021-08-14,23
Maharashtra,Ahilyanagar,Jamkhed,2021,2021-10-12,2021-10-18,7
Maharashtra,Ahilyanagar,Jamkhed,2021,2021-10-20,2021-10-31,12
Maharashtra,Ahilyanagar,Shegaon,2021,2021-06-09,2021-06-16,8
Maharashtra,Ahilyanagar,Shegaon,2021,2021-07-01,2021-07-07,7
Maharashtra,Ahilyanagar,Shegaon,2021,2021-07-23,2021-08-16,25
Maharashtra,Ahilyanagar,Shegaon,2021,2021-08-23,2021-08-30,8
Maharashtra,Ahilyanagar,Shegaon,2021,2021-10-18,2021-10-31,14
Maharashtra,Ahilyanagar,Pathardi,2021,2021-07-21,2021-08-07,18
Maharashtra,Ahilyanagar,Pathardi,2021,2021-08-10,2021-08-16,7
Maharashtra,Ahilyanagar,Pathardi,2021,2021-08-23,2021-08-30,8
Maharashtra,Ahilyanagar,Pathardi,2021,2021-09-14,2021-09-20,7
Maharashtra,Ahilyanagar,Pathardi,2021,2021-10-11,2021-10-17,7
Maharashtra,Ahilyanagar,Pathardi,2021,2021-10-19,2021-10-31,13
Maharashtra,Ahilyanagar,Newasa,2021,2021-06-08,2021-06-16,9
Maharashtra,Ahilyanagar,Newasa,2021,2021-06-30,2021-07-08,9
Maharashtra,Ahilyanagar,Newasa,2021,2021-07-21,2021-08-16,27
Maharashtra,Ahilyanagar,Newasa,2021,2021-08-23,2021-08-30,8
Maharashtra,Ahilyanagar,Newasa,2021,2021-09-14,2021-09-20,7
Maharashtra,Ahilyanagar,Newasa,2021,2021-10-11,2021-10-31,21
Maharashtra,Ahilyanagar,Rahuri,2021,2021-06-30,2021-07-07,8
Maharashtra,Ahilyanagar,Rahuri,2021,2021-07-21,2021-08-08,19
Maharashtra,Ahilyanagar,Rahuri,2021,2021-08-23,2021-08-30,8
Maharashtra,Ahilyanagar,Rahuri,2021,2021-09-13,2021-09-20,8
Maharashtra,Ahilyanagar,Rahuri,2021,2021-10-11,2021-10-31,21
Maharashtra,Ahilyanagar,Sangamner,2021,2021-06-11,2021-06-18,8
Maharashtra,Ahilyanagar,Sangamner,2021,2021-06-30,2021-07-09,10
Maharashtra,Ahilyanagar,Sangamner,2021,2021-07-26,2021-08-16,22
Maharashtra,Ahilyanagar,Sangamner,2021,2021-08-23,2021-08-30,8
Maharashtra,Ahilyanagar,Sangamner,2021,2021-09-15,2021-09-22,8
Maharashtra,Ahilyanagar,Sangamner,2021,2021-10-12,2021-10-31,20
Maharashtra,Ahilyanagar,Akola,2021,2021-07-02,2021-07-08,7
Maharashtra,Ahilyanagar,Akola,2021,2021-08-06,2021-08-14,9
Maharashtra,Ahilyanagar,Akola,2021,2021-08-22,2021-08-30,9
Maharashtra,Ahilyanagar,Akola,2021,2021-09-15,2021-09-21,7
Maharashtra,Ahilyanagar,Akola,2021,2021-10-12,2021-10-31,20
Maharashtra,Ahilyanagar,Kopargaon,2021,2021-06-30,2021-07-07,8
Maharashtra,Ahilyanagar,Kopargaon,2021,2021-07-21,2021-08-15,26
Maharashtra,Ahilyanagar,Kopargaon,2021,2021-08-23,2021-08-30,8
Maharashtra,Ahilyanagar,Kopargaon,2021,2021-09-14,2021-09-23,10
Maharashtra,Ahilyanagar,Kopargaon,2021,2021-10-11,2021-10-17,7
Maharashtra,Ahilyanagar,Kopargaon,2021,2021-10-19,2021-10-31,13
Maharashtra,Ahilyanagar,Shrirampur,2021,2021-06-30,2021-07-08,9
Maharashtra,Ahilyanagar,Shrirampur,2021,2021-07-27,2021-08-10,15
Maharashtra,Ahilyanagar,Shrirampur,2021,2021-08-23,2021-08-30,8
Maharashtra,Ahilyanagar,Shrirampur,2021,2021-09-14,2021-09-21,8
Maharashtra,Ahilyanagar,Shrirampur,2021,2021-10-11,2021-10-31,21
Maharashtra,Ahilyanagar,Rahata,2021,2021-06-30,2021-07-08,9
Maharashtra,Ahilyanagar,Rahata,2021,2021-07-21,2021-08-15,26
Maharashtra,Ahilyanagar,Rahata,2021,2021-08-23,2021-08-30,8
Maharashtra,Ahilyanagar,Rahata,2021,2021-09-14,2021-09-21,8
Maharashtra,Ahilyanagar,Rahata,2021,2021-10-19,2021-10-31,13
Maharashtra,Pune,Pune city,2021,2021-07-10,2021-07-18,9
Maharashtra,Pune,Pune city,2021,2021-08-06,2021-08-14,9
Maharashtra,Pune,Pune city,2021,2021-08-22,2021-09-04,14
Maharashtra,Pune,Pune city,2021,2021-09-15,2021-09-22,8
Maharashtra,Pune,Pune city,2021,2021-09-24,2021-10-01,8
Maharashtra,Pune,Pune city,2021,2021-10-11,2021-10-31,21
Maharashtra,Pune,Haveli pune,2021,2021-08-04,2021-08-14,11
Maharashtra,Pune,Haveli pune,2021,2021-08-22,2021-08-30,9
Maharashtra,Pune,Haveli pune,2021,2021-09-15,2021-09-21,7
Maharashtra,Pune,Haveli pune,2021,2021-10-12,2021-10-31,20
Maharashtra,Pune,Mulshi paud,2021,2021-06-28,2021-07-06,9
Maharashtra,Pune,Mulshi paud,2021,2021-10-12,2021-10-31,20
Maharashtra,Pune,Bhor,2021,2021-06-29,2021-07-07,9
Maharashtra,Pune,Bhor,2021,2021-08-22,2021-09-04,14
Maharashtra,Pune,Bhor,2021,2021-09-23,2021-10-01,9
Maharashtra,Pune,Bhor,2021,2021-10-12,2021-10-31,20
Maharashtra,Pune,Maval wadgaon,2021,2021-06-29,2021-07-07,9
Maharashtra,Pune,Maval wadgaon,2021,2021-10-12,2021-10-31,20
Maharashtra,Pune,Velhe,2021,2021-10-13,2021-10-31,19
Maharashtra,Pune,Junnar,2021,2021-08-04,2021-08-12,9
Maharashtra,Pune,Junnar,2021,2021-08-23,2021-08-30,8
Maharashtra,Pune,Junnar,2021,2021-09-15,2021-09-21,7
Maharashtra,Pune,Junnar,2021,2021-10-12,2021-10-31,20
Maharashtra,Pune,Khed Rajgurunagar,2021,2021-06-28,2021-07-08,11
Maharashtra,Pune,Khed Rajgurunagar,2021,2021-08-05,2021-08-14,10
Maharashtra,Pune,Khed Rajgurunagar,2021,2021-08-22,2021-08-31,10
