state,district,taluka,season_year,event_date,rainfall_mm
Maharashtra,Kolhapur,Chandgad,2023,2023-07-21,78.6
Maharashtra,Kolhapur,Chandgad,2023,2023-07-22,66.8
Maharashtra,Kolhapur,Chandgad,2023,2023-07-24,87.7
Maharashtra,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,2023,2023-09-24,65.4
Maharashtra,Chhatrapati Sambhajinagar,Gangapur,2023,2023-09-22,70.5
Maharashtra,Chhatrapati Sambhajinagar,Gangapur,2023,2023-11-27,67.1
Maharashtra,Chhatrapati Sambhajinagar,Vaijapur,2023,2023-09-22,72.4
Maharashtra,Chhatrapati Sambhajinagar,Khultabad,2023,2023-09-24,76.7
Maharashtra,Chhatrapati Sambhajinagar,Khultabad,2023,2023-11-27,99.1
Maharashtra,Chhatrapati Sambhajinagar,Sillod,2023,2023-09-22,66.4
Maharashtra,Chhatrapati Sambhajinagar,Soegaon,2023,2023-09-09,100
Maharashtra,Jalna,Bhokardhan,2023,2023-11-27,67.7
Maharashtra,Jalna,Jafrabad,2023,2023-11-27,72.7
Maharashtra,Jalna,Jalna,2023,2023-11-27,87.3
Maharashtra,Jalna,Ambad,2023,2023-11-27,68.2
Maharashtra,Jalna,Badnapur,2023,2023-11-27,92.5
Maharashtra,Jalna,Ghansangvi,2023,2023-11-27,65.7
Maharashtra,Jalna,Mantha,2023,2023-11-27,75.9
Maharashtra,Beed,Ashti,2023,2023-09-24,83.6
Maharashtra,Beed,Ambejogai,2023,2023-09-24,70.3
Maharashtra,Latur,Davani,2023,2023-07-05,83.4
Maharashtra,Latur,Davani,2023,2023-11-29,69.5
Maharashtra,Nanded,Nanded,2023,2023-07-19,74.4
Maharashtra,Nanded,Nanded,2023,2023-07-28,166.6
Maharashtra,Nanded,Biloli,2023,2023-07-21,113.3
Maharashtra,Nanded,Biloli,2023,2023-07-28,112.9
Maharashtra,Nanded,Mukhed,2023,2023-07-06,68.6
Maharashtra,Nanded,Mukhed,2023,2023-07-21,84.6
Maharashtra,Nanded,Loha,2023,2023-07-19,69.6
Maharashtra,Nanded,Loha,2023,2023-07-28,72.5
Maharashtra,Nanded,Hadgaon,2023,2023-07-21,90.3
Maharashtra,Nanded,Bhokar,2023,2023-07-19,68.1
Maharashtra,Nanded,Bhokar,2023,2023-07-28,86.8
Maharashtra,Nanded,Deglur,2023,2023-07-21,152.3
Maharashtra,Nanded,Kinwat,2023,2023-07-21,69.6
Maharashtra,Nanded,Kinwat,2023,2023-07-22,151.3
Maharashtra,Nanded,Kinwat,2023,2023-07-27,74
Maharashtra,Nanded,Kinwat,2023,2023-07-28,70.7
Maharashtra,Nanded,Kinwat,2023,2023-08-19,65.3
Maharashtra,Nanded,Mudkhed,2023,2023-07-19,70.5
Maharashtra,Nanded,Mudkhed,2023,2023-07-28,151.8
Maharashtra,Nanded,Himayat Nagar,2023,2023-07-21,105.3
Maharashtra,Nanded,Mahur,2023,2023-07-13,71.9
Maharashtra,Nanded,Mahur,2023,2023-07-22,185.9
Maharashtra,Nanded,Mahur,2023,2023-07-28,66.4
Maharashtra,Nanded,Dharmabad,2023,2023-07-19,75.1
Maharashtra,Nanded,Dharmabad,2023,2023-07-21,91.4
Maharashtra,Nanded,Dharmabad,2023,2023-07-28,124.2
Maharashtra,Nanded,Umari,2023,2023-07-19,100.3
Maharashtra,Nanded,Umari,2023,2023-07-28,124.9
Maharashtra,Nanded,Ardhapur,2023,2023-07-19,77.9
Maharashtra,Nanded,Ardhapur,2023,2023-07-28,214.5
Maharashtra,Nanded,Ardhapur,2023,2023-11-27,67.3
Maharashtra,Nanded,Naigaon kh,2023,2023-07-28,132.5
Maharashtra,Parabhani,Parbhani,2023,2023-11-27,68.4
Maharashtra,Parabhani,Pathari,2023,2023-09-24,70
Maharashtra,Parabhani,Jintur,2023,2023-07-19,68.6
Maharashtra,Parabhani,Jintur,2023,2023-11-27,93.4
Maharashtra,Parabhani,Purna,2023,2023-11-27,81.2
Maharashtra,Parabhani,Seloo,2023,2023-09-27,66.4
Maharashtra,Hingoli,Hingoli,2023,2023-07-19,98.4
Maharashtra,Hingoli,Hingoli,2023,2023-11-27,67.1
Maharashtra,Hingoli,Kalmnuri,2023,2023-11-27,67.5
Maharashtra,Hingoli,Basmat,2023,2023-07-28,97.1
Maharashtra,Hingoli,Audha,2023,2023-07-19,77.7
Maharashtra,Hingoli,Audha,2023,2023-11-27,85.3
Maharashtra,Buldhana,Jalgaon jamod,2023,2023-07-19,84.5
Maharashtra,Buldhana,Jalgaon jamod,2023,2023-07-23,78.8
Maharashtra,Buldhana,Sangrampur,2023,2023-07-19,76.2
Maharashtra,Buldhana,Sangrampur,2023,2023-07-23,72.2
Maharashtra,Buldhana,Deulgaon raja,2023,2023-11-27,83.3
Maharashtra,Buldhana,Mehkar,2023,2023-11-27,70.2
Maharashtra,Buldhana,Shindkhedraja,2023,2023-11-27,84.4
Maharashtra,Buldhana,Khamgaon,2023,2023-07-13,67
Maharashtra,Buldhana,Shegaon,2023,2023-07-13,72.5
Maharashtra,Buldhana,Shegaon,2023,2023-07-19,81.8
Maharashtra,Buldhana,Malkapur,2023,2023-07-19,81.1
Maharashtra,Buldhana,Malkapur,2023,2023-07-20,88.5
Maharashtra,Buldhana,Malkapur,2023,2023-09-09,77.5
Maharashtra,Akola,Telhara,2023,2023-07-19,98.6
Maharashtra,Akola,Telhara,2023,2023-07-22,138.5
Maharashtra,Akola,Balapur,2023,2023-07-23,80.5
Maharashtra,Akola,Akola,2023,2023-07-23,76.6
Maharashtra,Akola,Barshitakli,2023,2023-07-13,74.5
Maharashtra,Akola,Barshitakli,2023,2023-07-23,79.6
Maharashtra,Washim,Mangrulpir,2023,2023-07-15,81.1
Maharashtra,Washim,Mangrulpir,2023,2023-07-19,80.3
Maharashtra,Washim,Manora,2023,2023-07-22,67.2
Maharashtra,Washim,Manora,2023,2023-07-23,65.3
Maharashtra,Amravati,Dharni,2023,2023-09-16,85.2
Maharashtra,Amravati,Chikhaldhara,2023,2023-07-26,73.5
Maharashtra,Amravati,Chikhaldhara,2023,2023-09-16,196.3
Maharashtra,Amravati,Nandgaon khandeshwar,2023,2023-07-12,65.1
Maharashtra,Amravati,Chandur railway,2023,2023-07-28,71
Maharashtra,Amravati,Warud,2023,2023-07-13,68
Maharashtra,Amravati,Chandubajar,2023,2023-09-16,78.1
Maharashtra,Amravati,Dhamangaon railway,2023,2023-07-28,83.1
Maharashtra,Yavatmal,Yavatmal,2023,2023-07-05,97.8
Maharashtra,Yavatmal,Yavatmal,2023,2023-07-22,233.2
Maharashtra,Yavatmal,Yavatmal,2023,2023-07-28,73.3
Maharashtra,Yavatmal,Bhabulgaon,2023,2023-07-22,87.7
Maharashtra,Yavatmal,Kalam,2023,2023-07-22,132.3
Maharashtra,Yavatmal,Kalam,2023,2023-07-27,105.7
Maharashtra,Yavatmal,Darwha,2023,2023-07-22,112.1
Maharashtra,Yavatmal,Digras,2023,2023-07-05,79
Maharashtra,Yavatmal,Digras,2023,2023-07-22,104.8
Maharashtra,Yavatmal,Digras,2023,2023-07-23,100.1
Maharashtra,Yavatmal,Arni,2023,2023-07-05,77.3
Maharashtra,Yavatmal,Arni,2023,2023-07-22,169.4
Maharashtra,Yavatmal,Arni,2023,2023-07-28,83.4
Maharashtra,Yavatmal,Ner,2023,2023-07-12,99.8
Maharashtra,Yavatmal,Ner,2023,2023-07-22,93.1
Maharashtra,Yavatmal,Pusad,2023,2023-07-22,69.6
Maharashtra,Yavatmal,Umerkhed,2023,2023-07-21,66.4
Maharashtra,Yavatmal,Umerkhed,2023,2023-07-22,98.6
Maharashtra,Yavatmal,Mohagaon,2023,2023-07-22,218.1
Maharashtra,Yavatmal,Mohagaon,2023,2023-07-23,78
Maharashtra,Yavatmal,Wani,2023,2023-07-19,95.1
Maharashtra,Yavatmal,Wani,2023,2023-07-27,71.3
Maharashtra,Yavatmal,Maregaon,2023,2023-07-19,137.3
Maharashtra,Yavatmal,Maregaon,2023,2023-07-28,74.2
Maharashtra,Yavatmal,Maregaon,2023,2023-08-20,71.7
Maharashtra,Yavatmal,Zarijamni,2023,2023-07-19,75.9
Maharashtra,Yavatmal,Zarijamni,2023,2023-07-22,71.3
Maharashtra,Yavatmal,Kelapur,2023,2023-07-19,89.1
Maharashtra,Yavatmal,Kelapur,2023,2023-07-22,96.1
Maharashtra,Yavatmal,Kelapur,2023,2023-07-27,72.7
Maharashtra,Yavatmal,Ghatanji,2023,2023-07-22,137.4
Maharashtra,Yavatmal,Ghatanji,2023,2023-07-28,69.7
Maharashtra,Yavatmal,Ralegaon,2023,2023-07-19,95.3
Maharashtra,Yavatmal,Ralegaon,2023,2023-07-22,97.9
Maharashtra,Yavatmal,Ralegaon,2023,2023-07-27,87.3
Maharashtra,Yavatmal,Ralegaon,2023,2023-08-20,97.8
Maharashtra,Wardha,Wardha,2023,2023-07-27,94.4
Maharashtra,Wardha,Wardha,2023,2023-08-20,90.3
Maharashtra,Wardha,Seloo,2023,2023-07-27,129.7
Maharashtra,Wardha,Devali,2023,2023-07-05,71.3
Maharashtra,Wardha,Devali,2023,2023-07-22,91.4
Maharashtra,Wardha,Devali,2023,2023-07-27,75.5
Maharashtra,Wardha,Hinganghat,2023,2023-07-22,65.2
Maharashtra,Wardha,Hinganghat,2023,2023-07-27,142
Maharashtra,Wardha,Hinganghat,2023,2023-08-20,78.5
Maharashtra,Wardha,Samudrpur,2023,2023-07-27,123.5
Maharashtra,Wardha,Samudrpur,2023,2023-08-20,104.1
Maharashtra,Nagpur,Nagpur city,2023,2023-07-27,149.3
Maharashtra,Nagpur,Nagpur city,2023,2023-09-23,145
Maharashtra,Nagpur,Nagpur gramin,2023,2023-07-27,139.4
Maharashtra,Nagpur,Kamthi,2023,2023-07-27,103.8
Maharashtra,Nagpur,Kamthi,2023,2023-09-23,106.1
Maharashtra,Nagpur,Hingni,2023,2023-07-27,192.9
Maharashtra,Nagpur,Ramtek,2023,2023-09-23,134.9
Maharashtra,Nagpur,Parshiwani,2023,2023-09-23,67
Maharashtra,Nagpur,Katol,2023,2023-06-25,66.2
Maharashtra,Nagpur,Katol,2023,2023-08-18,65
Maharashtra,Nagpur,Narkhed,2023,2023-07-22,76.9
Maharashtra,Nagpur,Umrer,2023,2023-07-27,115
Maharashtra,Nagpur,Bhiwapur,2023,2023-07-09,82.2
Maharashtra,Nagpur,Bhiwapur,2023,2023-08-18,66.4
Maharashtra,Nagpur,Kuhi,2023,2023-07-09,72
Maharashtra,Nagpur,Kuhi,2023,2023-07-27,93.1
Maharashtra,Nagpur,Kuhi,2023,2023-08-20,116.9
Maharashtra,Nagpur,Kuhi,2023,2023-09-23,94
Maharashtra,Bhandara,Bhandara,2023,2023-07-09,74.6
Maharashtra,Bhandara,Bhandara,2023,2023-08-18,83.8
Maharashtra,Bhandara,Bhandara,2023,2023-08-20,70.8
Maharashtra,Bhandara,Bhandara,2023,2023-09-23,65
Maharashtra,Bhandara,Mohadi,2023,2023-07-05,67
Maharashtra,Bhandara,Mohadi,2023,2023-07-09,65.5
Maharashtra,Bhandara,Tumsar,2023,2023-09-23,91.1
Maharashtra,Bhandara,Pavni,2023,2023-06-27,94.7
Maharashtra,Bhandara,Pavni,2023,2023-07-09,73.1
Maharashtra,Bhandara,Pavni,2023,2023-07-12,71.5
Maharashtra,Bhandara,Pavni,2023,2023-08-18,81.5
Maharashtra,Bhandara,Pavni,2023,2023-08-20,124.8
Maharashtra,Bhandara,Sakoli,2023,2023-06-27,146.4
Maharashtra,Bhandara,Sakoli,2023,2023-07-16,66
Maharashtra,Bhandara,Lakhandur,2023,2023-06-27,116
Maharashtra,Bhandara,Lakhandur,2023,2023-06-28,70.8
Maharashtra,Bhandara,Lakhandur,2023,2023-07-09,86.8
Maharashtra,Bhandara,Lakhandur,2023,2023-07-12,93.1
Maharashtra,Bhandara,Lakhandur,2023,2023-07-19,81.7
Maharashtra,Bhandara,Lakhandur,2023,2023-08-18,78
Maharashtra,Bhandara,Lakhandur,2023,2023-08-20,121.5
Maharashtra,Bhandara,Lakhani,2023,2023-06-27,125.1
Maharashtra,Gondia,Gondia,2023,2023-09-15,98.1
Maharashtra,Gondia,Amgaon,2023,2023-06-27,106.1
Maharashtra,Gondia,Amgaon,2023,2023-07-16,76.7
Maharashtra,Gondia,Tiroda,2023,2023-06-27,68.2
Maharashtra,Gondia,Tiroda,2023,2023-07-28,75.8
Maharashtra,Gondia,Goregaon,2023,2023-06-27,93.1
Maharashtra,Gondia,Salekasa,2023,2023-06-27,131
Maharashtra,Gondia,Salekasa,2023,2023-06-28,72.2
Maharashtra,Gondia,Salekasa,2023,2023-07-16,76.7
Maharashtra,Gondia,Devari,2023,2023-06-27,149
Maharashtra,Gondia,Devari,2023,2023-06-28,97.6
Maharashtra,Gondia,Devari,2023,2023-07-16,69.9
Maharashtra,Gondia,Morgaon arjuni,2023,2023-06-27,150.8
Maharashtra,Gondia,Sadak arjuni,2023,2023-06-27,128.2
Maharashtra,Gondia,Sadak arjuni,2023,2023-07-16,88.5
Maharashtra,Chandrapur,Chandrpur,2023,2023-07-19,157.3
Maharashtra,Chandrapur,Chandrpur,2023,2023-09-22,112.6
Maharashtra,Chandrapur,Mul,2023,2023-07-19,78.9
Maharashtra,Chandrapur,Mul,2023,2023-07-22,94.9
Maharashtra,Chandrapur,Mul,2023,2023-08-19,79.1
Maharashtra,Chandrapur,Mul,2023,2023-08-20,71.1
Maharashtra,Chandrapur,Gondpimpri,2023,2023-07-20,149.4
Maharashtra,Chandrapur,Varora,2023,2023-07-05,75.8
Maharashtra,Chandrapur,Varora,2023,2023-07-19,74
Maharashtra,Chandrapur,Varora,2023,2023-07-27,136.1
Maharashtra,Chandrapur,Varora,2023,2023-08-20,87.2
Maharashtra,Chandrapur,Bhdravati,2023,2023-07-19,97.2
Maharashtra,Chandrapur,Bhdravati,2023,2023-08-20,89.4
Maharashtra,Chandrapur,Chimur,2023,2023-07-09,77
Maharashtra,Chandrapur,Chimur,2023,2023-08-20,91.6
Maharashtra,Chandrapur,Bramhpuri,2023,2023-06-27,85.9
Maharashtra,Chandrapur,Bramhpuri,2023,2023-07-09,92.7
Maharashtra,Chandrapur,Bramhpuri,2023,2023-07-16,78.5
Maharashtra,Chandrapur,Bramhpuri,2023,2023-08-18,92.6
Maharashtra,Chandrapur,Nagbhid,2023,2023-06-27,66
Maharashtra,Chandrapur,Nagbhid,2023,2023-07-09,82.3
Maharashtra,Chandrapur,Nagbhid,2023,2023-07-16,118.3
Maharashtra,Chandrapur,Nagbhid,2023,2023-08-18,92.1
Maharashtra,Chandrapur,Sindhewahi,2023,2023-08-19,66.8
Maharashtra,Chandrapur,Sindhewahi,2023,2023-08-20,75.6
Maharashtra,Chandrapur,Rajura,2023,2023-07-19,103.9
Maharashtra,Chandrapur,Rajura,2023,2023-07-28,65.5
Maharashtra,Chandrapur,Korpana,2023,2023-07-27,97.7
Maharashtra,Chandrapur,Savali,2023,2023-07-19,80.5
Maharashtra,Chandrapur,Savali,2023,2023-07-22,97.1
Maharashtra,Chandrapur,Savali,2023,2023-08-20,70.1
Maharashtra,Chandrapur,Ballarpur,2023,2023-07-19,150.8
Maharashtra,Chandrapur,Ballarpur,2023,2023-07-28,123.5
Maharashtra,Chandrapur,Ballarpur,2023,2023-09-22,76.5
Maharashtra,Chandrapur,Pombhurna,2023,2023-07-16,77.5
Maharashtra,Chandrapur,Pombhurna,2023,2023-07-19,92.8
Maharashtra,Chandrapur,Pombhurna,2023,2023-07-22,72
Maharashtra,Chandrapur,Jivati,2023,2023-07-27,87.3
Maharashtra,Gadchiroli,Gadchiroli,2023,2023-07-16,128.3
Maharashtra,Gadchiroli,Gadchiroli,2023,2023-07-19,78.4
Maharashtra,Gadchiroli,Gadchiroli,2023,2023-07-21,68.4
Maharashtra,Gadchiroli,Gadchiroli,2023,2023-07-22,68.8
Maharashtra,Gadchiroli,Gadchiroli,2023,2023-07-27,76.9
Maharashtra,Gadchiroli,Gadchiroli,2023,2023-08-18,68.3
Maharashtra,Gadchiroli,Gadchiroli,2023,2023-08-19,87.7
Maharashtra,Gadchiroli,Gadchiroli,2023,2023-08-20,101.1
Maharashtra,Gadchiroli,Kurkheda,2023,2023-06-28,99.2
Maharashtra,Gadchiroli,Kurkheda,2023,2023-07-09,80.8
Maharashtra,Gadchiroli,Kurkheda,2023,2023-07-16,76.7
Maharashtra,Gadchiroli,Kurkheda,2023,2023-07-21,79.3
Maharashtra,Gadchiroli,Kurkheda,2023,2023-08-18,68.4
Maharashtra,Gadchiroli,Armori,2023,2023-07-09,77.8
Maharashtra,Gadchiroli,Armori,2023,2023-07-16,84.2
Maharashtra,Gadchiroli,Armori,2023,2023-07-22,67
Maharashtra,Gadchiroli,Armori,2023,2023-08-18,68.9
Maharashtra,Gadchiroli,Armori,2023,2023-08-20,81.6
Maharashtra,Gadchiroli,Chamorshi,2023,2023-07-16,87.3
Maharashtra,Gadchiroli,Chamorshi,2023,2023-07-19,111.7
Maharashtra,Gadchiroli,Chamorshi,2023,2023-07-20,67.2
Maharashtra,Gadchiroli,Chamorshi,2023,2023-07-22,129.1
Maharashtra,Gadchiroli,Chamorshi,2023,2023-08-19,68
Maharashtra,Gadchiroli,Chamorshi,2023,2023-08-20,70.5
Maharashtra,Gadchiroli,Sironcha,2023,2023-07-20,92.1
Maharashtra,Gadchiroli,Sironcha,2023,2023-07-21,125.7
Maharashtra,Gadchiroli,Sironcha,2023,2023-07-27,79.7
Maharashtra,Gadchiroli,Sironcha,2023,2023-08-19,65.5
Maharashtra,Gadchiroli,Sironcha,2023,2023-09-04,77.3
Maharashtra,Gadchiroli,Sironcha,2023,2023-09-14,84.5
Maharashtra,Gadchiroli,Aheri,2023,2023-07-20,84.3
Maharashtra,Gadchiroli,Aheri,2023,2023-07-21,75.3
Maharashtra,Gadchiroli,Aheri,2023,2023-07-22,71.5
Maharashtra,Gadchiroli,Aheri,2023,2023-07-27,76.5
Maharashtra,Gadchiroli,Aheri,2023,2023-08-18,66.6
Maharashtra,Gadchiroli,Etapalli,2023,2023-07-18,85.3
Maharashtra,Gadchiroli,Etapalli,2023,2023-07-19,102.9
Maharashtra,Gadchiroli,Etapalli,2023,2023-08-20,69.9
Maharashtra,Gadchiroli,Dhanora,2023,2023-07-16,91.9
Maharashtra,Gadchiroli,Dhanora,2023,2023-07-18,77.1
Maharashtra,Gadchiroli,Dhanora,2023,2023-07-21,70.5
Maharashtra,Gadchiroli,Dhanora,2023,2023-08-19,104.4
Maharashtra,Gadchiroli,Dhanora,2023,2023-08-20,67.3
Maharashtra,Gadchiroli,Korchi,2023,2023-06-27,161.5
Maharashtra,Gadchiroli,Korchi,2023,2023-06-28,152
Maharashtra,Gadchiroli,Korchi,2023,2023-07-16,79.8
Maharashtra,Gadchiroli,Korchi,2023,2023-07-18,66.2
Maharashtra,Gadchiroli,Desaiganj wadsa,2023,2023-06-27,70.2
Maharashtra,Gadchiroli,Desaiganj wadsa,2023,2023-06-28,90.1
Maharashtra,Gadchiroli,Desaiganj wadsa,2023,2023-07-09,92.5
Maharashtra,Gadchiroli,Desaiganj wadsa,2023,2023-07-16,111.3
Maharashtra,Gadchiroli,Desaiganj wadsa,2023,2023-07-17,71.7
Maharashtra,Gadchiroli,Desaiganj wadsa,2023,2023-07-21,112.7
Maharashtra,Gadchiroli,Desaiganj wadsa,2023,2023-08-18,106.8
Maharashtra,Gadchiroli,Desaiganj wadsa,2023,2023-08-20,79.9
Maharashtra,Gadchiroli,Desaiganj wadsa,2023,2023-08-24,102.5
Maharashtra,Gadchiroli,Mulchera,2023,2023-07-18,77.3
Maharashtra,Gadchiroli,Bhamragad,2023,2023-07-16,90.4
Maharashtra,Gadchiroli,Bhamragad,2023,2023-08-18,79.7
Maharashtra,Gadchiroli,Bhamragad,2023,2023-08-25,72.8
Maharashtra,Gadchiroli,Bhamragad,2023,2023-09-08,70.7
Maharashtra,Thane,Thane,2024,2024-07-08,87
Maharashtra,Thane,Thane,2024,2024-07-09,74.4
Maharashtra,Thane,Thane,2024,2024-07-14,135.3
Maharashtra,Thane,Thane,2024,2024-07-20,86.4
Maharashtra,Thane,Thane,2024,2024-07-22,112.3
Maharashtra,Thane,Thane,2024,2024-07-25,146.4
Maharashtra,Thane,Thane,2024,2024-07-26,66.6
Maharashtra,Thane,Thane,2024,2024-08-04,108.7
Maharashtra,Thane,Thane,2024,2024-08-25,89.2
Maharashtra,Thane,Thane,2024,2024-09-26,71.3
Maharashtra,Thane,Kalyan,2024,2024-06-21,81.1
Maharashtra,Thane,Kalyan,2024,2024-07-07,84.1
Maharashtra,Thane,Kalyan,2024,2024-07-14,163.5
Maharashtra,Thane,Kalyan,2024,2024-07-20,65.8
Maharashtra,Thane,Kalyan,2024,2024-07-22,78.5
Maharashtra,Thane,Kalyan,2024,2024-07-25,129.9
Maharashtra,Thane,Kalyan,2024,2024-08-04,99.8
Maharashtra,Thane,Murbad,2024,2024-07-07,81.6
Maharashtra,Thane,Murbad,2024,2024-07-14,140.6
Maharashtra,Thane,Murbad,2024,2024-07-24,91.1
Maharashtra,Thane,Murbad,2024,2024-07-25,217.9
Maharashtra,Thane,Murbad,2024,2024-07-26,69.3
Maharashtra,Thane,Murbad,2024,2024-08-04,161.4
Maharashtra,Thane,Murbad,2024,2024-08-25,86.8
Maharashtra,Thane,Bhivandi,2024,2024-06-21,75.5
Maharashtra,Thane,Bhivandi,2024,2024-07-07,97.6
Maharashtra,Thane,Bhivandi,2024,2024-07-09,65
Maharashtra,Thane,Bhivandi,2024,2024-07-13,65.8
Maharashtra,Thane,Bhivandi,2024,2024-07-14,184.9
Maharashtra,Thane,Bhivandi,2024,2024-07-20,82.2
Maharashtra,Thane,Bhivandi,2024,2024-07-22,96.6
Maharashtra,Thane,Bhivandi,2024,2024-07-25,114.3
Maharashtra,Thane,Bhivandi,2024,2024-08-04,88.2
Maharashtra,Thane,Bhivandi,2024,2024-08-25,77
Maharashtra,Thane,Shahapur,2024,2024-07-14,144.2
Maharashtra,Thane,Shahapur,2024,2024-07-22,72.2
Maharashtra,Thane,Shahapur,2024,2024-07-24,77.4
Maharashtra,Thane,Shahapur,2024,2024-07-25,118.7
Maharashtra,Thane,Shahapur,2024,2024-08-04,115.8
Maharashtra,Thane,Shahapur,2024,2024-08-25,80.4
Maharashtra,Thane,Ulhasnagar,2024,2024-07-14,119.8
Maharashtra,Thane,Ulhasnagar,2024,2024-07-20,71.3
Maharashtra,Thane,Ulhasnagar,2024,2024-07-21,74.8
Maharashtra,Thane,Ulhasnagar,2024,2024-07-22,87.3
Maharashtra,Thane,Ulhasnagar,2024,2024-07-25,115.8
Maharashtra,Thane,Ulhasnagar,2024,2024-08-04,89.8
Maharashtra,Thane,Ulhasnagar,2024,2024-08-25,73.3
Maharashtra,Thane,Ambarnath,2024,2024-06-21,66.2
Maharashtra,Thane,Ambarnath,2024,2024-07-14,115.7
Maharashtra,Thane,Ambarnath,2024,2024-07-22,72.3
Maharashtra,Thane,Ambarnath,2024,2024-07-25,119
Maharashtra,Thane,Ambarnath,2024,2024-08-04,107.9
Maharashtra,Raigadh,Alibag,2024,2024-07-08,163.6
Maharashtra,Raigadh,Alibag,2024,2024-07-09,114.7
Maharashtra,Raigadh,Alibag,2024,2024-07-13,82.8
Maharashtra,Raigadh,Alibag,2024,2024-07-14,167.5
Maharashtra,Raigadh,Alibag,2024,2024-07-19,83.1
Maharashtra,Raigadh,Alibag,2024,2024-07-20,123.5
Maharashtra,Raigadh,Alibag,2024,2024-07-23,78
Maharashtra,Raigadh,Alibag,2024,2024-07-25,71.2
Maharashtra,Raigadh,Panwel,2024,2024-06-22,71.2
Maharashtra,Raigadh,Panwel,2024,2024-06-29,80.6
Maharashtra,Raigadh,Panwel,2024,2024-07-07,68.2
Maharashtra,Raigadh,Panwel,2024,2024-07-09,81.6
Maharashtra,Raigadh,Panwel,2024,2024-07-13,79.6
Maharashtra,Raigadh,Panwel,2024,2024-07-14,148.5
Maharashtra,Raigadh,Panwel,2024,2024-07-15,89.6
Maharashtra,Raigadh,Panwel,2024,2024-07-20,89.7
Maharashtra,Raigadh,Panwel,2024,2024-07-21,65
Maharashtra,Raigadh,Panwel,2024,2024-07-22,98.1
Maharashtra,Raigadh,Panwel,2024,2024-07-23,81.4
Maharashtra,Raigadh,Panwel,2024,2024-07-25,110.7
Maharashtra,Raigadh,Panwel,2024,2024-07-26,97.6
Maharashtra,Raigadh,Panwel,2024,2024-08-04,110
Maharashtra,Raigadh,Panwel,2024,2024-08-25,81.9
Maharashtra,Raigadh,Karjat,2024,2024-07-07,119.7
Maharashtra,Raigadh,Karjat,2024,2024-07-09,74.3
Maharashtra,Raigadh,Karjat,2024,2024-07-14,144.5
Maharashtra,Raigadh,Karjat,2024,2024-07-15,114.2
Maharashtra,Raigadh,Karjat,2024,2024-07-20,66.1
Maharashtra,Raigadh,Karjat,2024,2024-07-22,92.5
Maharashtra,Raigadh,Karjat,2024,2024-07-23,87.8
Maharashtra,Raigadh,Karjat,2024,2024-07-25,172.9
Maharashtra,Raigadh,Karjat,2024,2024-07-26,129.1
Maharashtra,Raigadh,Karjat,2024,2024-08-04,127.2
Maharashtra,Raigadh,Karjat,2024,2024-08-25,81.7
Maharashtra,Raigadh,Khalapur,2024,2024-07-14,166.3
Maharashtra,Raigadh,Khalapur,2024,2024-07-15,101.5
Maharashtra,Raigadh,Khalapur,2024,2024-07-19,83.7
Maharashtra,Raigadh,Khalapur,2024,2024-07-20,115.1
Maharashtra,Raigadh,Khalapur,2024,2024-07-22,77.2
Maharashtra,Raigadh,Khalapur,2024,2024-07-23,118.2
Maharashtra,Raigadh,Khalapur,2024,2024-07-24,71.5
Maharashtra,Raigadh,Khalapur,2024,2024-07-25,151.3
Maharashtra,Raigadh,Khalapur,2024,2024-07-26,109.9
Maharashtra,Raigadh,Khalapur,2024,2024-08-04,89.7
Maharashtra,Raigadh,Khalapur,2024,2024-08-25,95.7
Maharashtra,Raigadh,Khalapur,2024,2024-09-28,69.1
Maharashtra,Raigadh,Uran,2024,2024-07-07,76
Maharashtra,Raigadh,Uran,2024,2024-07-08,81.5
Maharashtra,Raigadh,Uran,2024,2024-07-09,131.7
Maharashtra,Raigadh,Uran,2024,2024-07-11,67.5
Maharashtra,Raigadh,Uran,2024,2024-07-14,93.3
Maharashtra,Raigadh,Uran,2024,2024-07-18,83.6
Maharashtra,Raigadh,Uran,2024,2024-07-19,75.3
Maharashtra,Raigadh,Uran,2024,2024-07-20,126.8
Maharashtra,Raigadh,Uran,2024,2024-07-22,67.9
Maharashtra,Raigadh,Uran,2024,2024-07-25,80.5
Maharashtra,Raigadh,Uran,2024,2024-08-04,68.9
Maharashtra,Raigadh,Uran,2024,2024-08-25,69.9
Maharashtra,Raigadh,Uran,2024,2024-09-26,108.5
Maharashtra,Raigadh,Sudhagad,2024,2024-06-29,67.7
Maharashtra,Raigadh,Sudhagad,2024,2024-07-07,70.3
Maharashtra,Raigadh,Sudhagad,2024,2024-07-13,95.7
Maharashtra,Raigadh,Sudhagad,2024,2024-07-14,156.8
Maharashtra,Raigadh,Sudhagad,2024,2024-07-19,82.6
Maharashtra,Raigadh,Sudhagad,2024,2024-07-20,111.3
Maharashtra,Raigadh,Sudhagad,2024,2024-07-25,179.9
Maharashtra,Raigadh,Sudhagad,2024,2024-07-26,113.1
Maharashtra,Raigadh,Sudhagad,2024,2024-08-25,80.6
Maharashtra,Raigadh,Pen,2024,2024-07-09,75.1
Maharashtra,Raigadh,Pen,2024,2024-07-14,211.6
Maharashtra,Raigadh,Pen,2024,2024-07-15,79.6
Maharashtra,Raigadh,Pen,2024,2024-07-19,95.4
