state,district,taluka,season_year,event_date,rainfall_mm
Maharashtra,Nagpur,Kuhi,2021,2021-07-22,72.2
Maharashtra,Bhandara,Mohadi,2021,2021-07-09,73
Maharashtra,Bhandara,Tumsar,2021,2021-06-24,68.5
Maharashtra,Bhandara,Tumsar,2021,2021-07-09,73.2
Maharashtra,Bhandara,Pavni,2021,2021-07-09,83.9
Maharashtra,Bhandara,Pavni,2021,2021-07-22,90.9
Maharashtra,Bhandara,Sakoli,2021,2021-08-19,72.3
Maharashtra,Bhandara,Lakhandur,2021,2021-07-09,84.1
Maharashtra,Gondia,Gondia,2021,2021-07-09,68.9
Maharashtra,Gondia,Gondia,2021,2021-09-12,75.9
Maharashtra,Gondia,Tiroda,2021,2021-07-09,80.8
Maharashtra,Gondia,Tiroda,2021,2021-07-23,66.2
Maharashtra,Gondia,Goregaon,2021,2021-07-23,68.3
Maharashtra,Gondia,Goregaon,2021,2021-09-10,76
Maharashtra,Gondia,Goregaon,2021,2021-09-12,67.3
Maharashtra,Gondia,Salekasa,2021,2021-09-10,73.1
Maharashtra,Gondia,Salekasa,2021,2021-09-13,81.2
Maharashtra,Gondia,Devari,2021,2021-07-08,65.3
Maharashtra,Gondia,Devari,2021,2021-09-10,73.2
Maharashtra,Gondia,Morgaon arjuni,2021,2021-06-15,75.6
Maharashtra,Gondia,Morgaon arjuni,2021,2021-07-08,82
Maharashtra,Gondia,Sadak arjuni,2021,2021-09-10,65.8
Maharashtra,Chandrapur,Chandrpur,2021,2021-06-12,71.7
Maharashtra,Chandrapur,Chandrpur,2021,2021-06-15,68.6
Maharashtra,Chandrapur,Chandrpur,2021,2021-07-22,68
Maharashtra,Chandrapur,Chandrpur,2021,2021-07-23,121.8
Maharashtra,Chandrapur,Mul,2021,2021-07-23,90.1
Maharashtra,Chandrapur,Mul,2021,2021-09-21,73.6
Maharashtra,Chandrapur,Gondpimpri,2021,2021-06-15,83.5
Maharashtra,Chandrapur,Gondpimpri,2021,2021-07-20,80.3
Maharashtra,Chandrapur,Gondpimpri,2021,2021-07-23,103.1
Maharashtra,Chandrapur,Gondpimpri,2021,2021-08-30,65.6
Maharashtra,Chandrapur,Gondpimpri,2021,2021-09-06,86.1
Maharashtra,Chandrapur,Varora,2021,2021-07-23,82.2
Maharashtra,Chandrapur,Bhdravati,2021,2021-06-12,76.6
Maharashtra,Chandrapur,Bhdravati,2021,2021-07-23,82.3
Maharashtra,Chandrapur,Chimur,2021,2021-07-02,68.5
Maharashtra,Chandrapur,Chimur,2021,2021-07-22,77.7
Maharashtra,Chandrapur,Chimur,2021,2021-08-17,88.3
Maharashtra,Chandrapur,Nagbhid,2021,2021-07-09,72.8
Maharashtra,Chandrapur,Sindhewahi,2021,2021-07-09,65.1
Maharashtra,Chandrapur,Sindhewahi,2021,2021-07-21,70.2
Maharashtra,Chandrapur,Sindhewahi,2021,2021-07-22,75.4
Maharashtra,Chandrapur,Sindhewahi,2021,2021-07-23,147.3
Maharashtra,Chandrapur,Sindhewahi,2021,2021-09-21,93
Maharashtra,Chandrapur,Sindhewahi,2021,2021-10-02,89.8
Maharashtra,Chandrapur,Rajura,2021,2021-06-15,72.4
Maharashtra,Chandrapur,Rajura,2021,2021-07-23,130
Maharashtra,Chandrapur,Rajura,2021,2021-07-24,102.3
Maharashtra,Chandrapur,Rajura,2021,2021-09-08,133.9
Maharashtra,Chandrapur,Rajura,2021,2021-09-11,78.4
Maharashtra,Chandrapur,Korpana,2021,2021-07-23,208.6
Maharashtra,Chandrapur,Savali,2021,2021-07-23,85.2
Maharashtra,Chandrapur,Ballarpur,2021,2021-06-12,89.8
Maharashtra,Chandrapur,Ballarpur,2021,2021-06-14,71.5
Maharashtra,Chandrapur,Ballarpur,2021,2021-06-15,78.5
Maharashtra,Chandrapur,Ballarpur,2021,2021-07-14,68.3
Maharashtra,Chandrapur,Ballarpur,2021,2021-07-23,180.8
Maharashtra,Chandrapur,Ballarpur,2021,2021-09-08,74.3
Maharashtra,Chandrapur,Pombhurna,2021,2021-07-23,82.5
Maharashtra,Chandrapur,Pombhurna,2021,2021-09-06,78.8
Maharashtra,Chandrapur,Jivati,2021,2021-07-23,231.4
Maharashtra,Gadchiroli,Gadchiroli,2021,2021-09-22,66.9
Maharashtra,Gadchiroli,Kurkheda,2021,2021-06-15,108.4
Maharashtra,Gadchiroli,Kurkheda,2021,2021-09-11,69
Maharashtra,Gadchiroli,Armori,2021,2021-09-11,84.9
Maharashtra,Gadchiroli,Dhanora,2021,2021-09-11,73.3
Maharashtra,Gadchiroli,Korchi,2021,2021-06-15,93.6
Maharashtra,Gadchiroli,Desaiganj wadsa,2021,2021-07-01,72.6
Maharashtra,Gadchiroli,Desaiganj wadsa,2021,2021-07-08,121
Maharashtra,Gadchiroli,Desaiganj wadsa,2021,2021-09-11,108.8
Maharashtra,Gadchiroli,Bhamragad,2021,2021-07-20,67
Maharashtra,Gadchiroli,Bhamragad,2021,2021-09-16,69.3
Maharashtra,Thane,Thane,2022,2022-07-02,75.1
Maharashtra,Thane,Thane,2022,2022-07-05,132.9
Maharashtra,Thane,Thane,2022,2022-07-06,138.8
Maharashtra,Thane,Thane,2022,2022-07-07,86.9
Maharashtra,Thane,Thane,2022,2022-07-12,87.1
Maharashtra,Thane,Thane,2022,2022-07-14,81.2
Maharashtra,Thane,Thane,2022,2022-07-15,66.7
Maharashtra,Thane,Thane,2022,2022-08-08,77.2
Maharashtra,Thane,Thane,2022,2022-08-09,76.6
Maharashtra,Thane,Thane,2022,2022-08-17,65.6
Maharashtra,Thane,Thane,2022,2022-09-09,85.4
Maharashtra,Thane,Thane,2022,2022-09-16,67.3
Maharashtra,Thane,Thane,2022,2022-09-17,88.2
Maharashtra,Thane,Thane,2022,2022-10-08,86.4
Maharashtra,Thane,Kalyan,2022,2022-07-05,114.3
Maharashtra,Thane,Kalyan,2022,2022-07-06,89.9
Maharashtra,Thane,Kalyan,2022,2022-07-07,100.9
Maharashtra,Thane,Kalyan,2022,2022-07-08,65
Maharashtra,Thane,Kalyan,2022,2022-07-12,120.8
Maharashtra,Thane,Kalyan,2022,2022-07-14,87.9
Maharashtra,Thane,Kalyan,2022,2022-07-15,85.6
Maharashtra,Thane,Kalyan,2022,2022-08-17,77.4
Maharashtra,Thane,Kalyan,2022,2022-09-16,75.5
Maharashtra,Thane,Kalyan,2022,2022-09-17,122.4
Maharashtra,Thane,Murbad,2022,2022-06-24,66.6
Maharashtra,Thane,Murbad,2022,2022-07-07,69.9
Maharashtra,Thane,Murbad,2022,2022-07-08,67.3
Maharashtra,Thane,Murbad,2022,2022-07-12,100.2
Maharashtra,Thane,Murbad,2022,2022-07-13,73
Maharashtra,Thane,Murbad,2022,2022-07-14,94.2
Maharashtra,Thane,Murbad,2022,2022-07-15,92.1
Maharashtra,Thane,Murbad,2022,2022-08-10,81.7
Maharashtra,Thane,Murbad,2022,2022-08-11,66.3
Maharashtra,Thane,Murbad,2022,2022-09-08,78.2
Maharashtra,Thane,Murbad,2022,2022-09-11,70.8
Maharashtra,Thane,Murbad,2022,2022-09-16,103.8
Maharashtra,Thane,Murbad,2022,2022-09-17,106
Maharashtra,Thane,Bhivandi,2022,2022-07-05,117.4
Maharashtra,Thane,Bhivandi,2022,2022-07-06,108.9
Maharashtra,Thane,Bhivandi,2022,2022-07-07,108.1
Maharashtra,Thane,Bhivandi,2022,2022-07-08,74.6
Maharashtra,Thane,Bhivandi,2022,2022-07-12,112.3
Maharashtra,Thane,Bhivandi,2022,2022-07-13,70.7
Maharashtra,Thane,Bhivandi,2022,2022-07-14,85.8
Maharashtra,Thane,Bhivandi,2022,2022-07-15,124.3
Maharashtra,Thane,Bhivandi,2022,2022-08-17,96.2
Maharashtra,Thane,Bhivandi,2022,2022-09-16,80.1
Maharashtra,Thane,Bhivandi,2022,2022-09-17,127.1
Maharashtra,Thane,Bhivandi,2022,2022-09-18,73.7
Maharashtra,Thane,Shahapur,2022,2022-07-07,98.6
Maharashtra,Thane,Shahapur,2022,2022-07-08,151.5
Maharashtra,Thane,Shahapur,2022,2022-07-12,110.2
Maharashtra,Thane,Shahapur,2022,2022-07-13,90.1
Maharashtra,Thane,Shahapur,2022,2022-07-14,109.7
Maharashtra,Thane,Shahapur,2022,2022-07-15,160.5
Maharashtra,Thane,Shahapur,2022,2022-08-08,68.6
Maharashtra,Thane,Shahapur,2022,2022-08-17,86.1
Maharashtra,Thane,Shahapur,2022,2022-09-16,107.5
Maharashtra,Thane,Shahapur,2022,2022-09-17,104.1
Maharashtra,Thane,Shahapur,2022,2022-09-18,71
Maharashtra,Thane,Ulhasnagar,2022,2022-07-02,91
Maharashtra,Thane,Ulhasnagar,2022,2022-07-05,95.5
Maharashtra,Thane,Ulhasnagar,2022,2022-07-06,95.3
Maharashtra,Thane,Ulhasnagar,2022,2022-07-07,108
Maharashtra,Thane,Ulhasnagar,2022,2022-07-12,111.8
Maharashtra,Thane,Ulhasnagar,2022,2022-07-14,116.3
Maharashtra,Thane,Ulhasnagar,2022,2022-07-15,85.5
Maharashtra,Thane,Ulhasnagar,2022,2022-08-08,93.8
Maharashtra,Thane,Ulhasnagar,2022,2022-08-09,75.3
Maharashtra,Thane,Ulhasnagar,2022,2022-08-10,97
Maharashtra,Thane,Ulhasnagar,2022,2022-08-11,94
Maharashtra,Thane,Ulhasnagar,2022,2022-08-17,72
Maharashtra,Thane,Ulhasnagar,2022,2022-09-16,70.5
Maharashtra,Thane,Ulhasnagar,2022,2022-09-17,126.3
Maharashtra,Thane,Ambarnath,2022,2022-07-02,96
Maharashtra,Thane,Ambarnath,2022,2022-07-05,92.4
Maharashtra,Thane,Ambarnath,2022,2022-07-06,76.3
Maharashtra,Thane,Ambarnath,2022,2022-07-07,114.7
Maharashtra,Thane,Ambarnath,2022,2022-07-08,69.7
Maharashtra,Thane,Ambarnath,2022,2022-07-12,118
Maharashtra,Thane,Ambarnath,2022,2022-07-14,118.9
Maharashtra,Thane,Ambarnath,2022,2022-07-15,102
Maharashtra,Thane,Ambarnath,2022,2022-07-19,69.7
Maharashtra,Thane,Ambarnath,2022,2022-08-08,104.8
Maharashtra,Thane,Ambarnath,2022,2022-08-10,69.4
Maharashtra,Thane,Ambarnath,2022,2022-08-17,69.6
Maharashtra,Thane,Ambarnath,2022,2022-09-16,74
Maharashtra,Thane,Ambarnath,2022,2022-09-17,129.3
Maharashtra,Thane,Ambarnath,2022,2022-10-08,71.7
Maharashtra,Raigadh,Alibag,2022,2022-06-20,65.1
Maharashtra,Raigadh,Alibag,2022,2022-06-30,71
Maharashtra,Raigadh,Alibag,2022,2022-07-01,92
Maharashtra,Raigadh,Alibag,2022,2022-07-02,108.6
Maharashtra,Raigadh,Alibag,2022,2022-07-05,97
Maharashtra,Raigadh,Alibag,2022,2022-07-06,143.3
Maharashtra,Raigadh,Alibag,2022,2022-07-07,90.9
Maharashtra,Raigadh,Alibag,2022,2022-07-08,67.1
Maharashtra,Raigadh,Alibag,2022,2022-07-12,98.9
Maharashtra,Raigadh,Alibag,2022,2022-07-13,87.2
Maharashtra,Raigadh,Alibag,2022,2022-07-14,75.8
Maharashtra,Raigadh,Alibag,2022,2022-07-15,67.3
Maharashtra,Raigadh,Alibag,2022,2022-08-09,141.8
Maharashtra,Raigadh,Alibag,2022,2022-08-10,101
Maharashtra,Raigadh,Alibag,2022,2022-10-08,104.4
Maharashtra,Raigadh,Panwel,2022,2022-07-05,155.1
Maharashtra,Raigadh,Panwel,2022,2022-07-06,154.6
Maharashtra,Raigadh,Panwel,2022,2022-07-07,138.8
Maharashtra,Raigadh,Panwel,2022,2022-07-08,119.8
Maharashtra,Raigadh,Panwel,2022,2022-07-12,103.9
Maharashtra,Raigadh,Panwel,2022,2022-07-13,100.1
Maharashtra,Raigadh,Panwel,2022,2022-07-14,140.9
Maharashtra,Raigadh,Panwel,2022,2022-07-15,146.4
Maharashtra,Raigadh,Panwel,2022,2022-08-08,74.1
Maharashtra,Raigadh,Panwel,2022,2022-08-09,65.6
Maharashtra,Raigadh,Panwel,2022,2022-08-10,70.9
Maharashtra,Raigadh,Panwel,2022,2022-09-16,66.8
Maharashtra,Raigadh,Panwel,2022,2022-09-17,121
Maharashtra,Raigadh,Panwel,2022,2022-10-08,98.3
Maharashtra,Raigadh,Karjat,2022,2022-07-05,100.3
Maharashtra,Raigadh,Karjat,2022,2022-07-06,81
Maharashtra,Raigadh,Karjat,2022,2022-07-07,103.9
Maharashtra,Raigadh,Karjat,2022,2022-07-08,107.9
Maharashtra,Raigadh,Karjat,2022,2022-07-10,76.8
Maharashtra,Raigadh,Karjat,2022,2022-07-11,66.3
Maharashtra,Raigadh,Karjat,2022,2022-07-12,124.7
Maharashtra,Raigadh,Karjat,2022,2022-07-13,106.7
Maharashtra,Raigadh,Karjat,2022,2022-07-14,151.1
Maharashtra,Raigadh,Karjat,2022,2022-07-15,163.7
Maharashtra,Raigadh,Karjat,2022,2022-08-10,93.1
Maharashtra,Raigadh,Karjat,2022,2022-09-08,76
Maharashtra,Raigadh,Karjat,2022,2022-09-16,91.5
Maharashtra,Raigadh,Karjat,2022,2022-09-17,111.3
Maharashtra,Raigadh,Khalapur,2022,2022-07-05,134.5
Maharashtra,Raigadh,Khalapur,2022,2022-07-06,159.8
Maharashtra,Raigadh,Khalapur,2022,2022-07-07,137.7
Maharashtra,Raigadh,Khalapur,2022,2022-07-08,66.6
Maharashtra,Raigadh,Khalapur,2022,2022-07-09,85.7
Maharashtra,Raigadh,Khalapur,2022,2022-07-12,127.3
Maharashtra,Raigadh,Khalapur,2022,2022-07-13,112
Maharashtra,Raigadh,Khalapur,2022,2022-07-14,94.6
Maharashtra,Raigadh,Khalapur,2022,2022-07-15,132.2
Maharashtra,Raigadh,Khalapur,2022,2022-08-09,110.5
Maharashtra,Raigadh,Khalapur,2022,2022-08-10,101.8
Maharashtra,Raigadh,Khalapur,2022,2022-09-08,75.4
Maharashtra,Raigadh,Khalapur,2022,2022-09-16,65.3
Maharashtra,Raigadh,Khalapur,2022,2022-09-17,93
Maharashtra,Raigadh,Khalapur,2022,2022-10-08,66.3
Maharashtra,Raigadh,Uran,2022,2022-07-01,100.2
Maharashtra,Raigadh,Uran,2022,2022-07-02,96
Maharashtra,Raigadh,Uran,2022,2022-07-05,142.7
Maharashtra,Raigadh,Uran,2022,2022-07-06,173
Maharashtra,Raigadh,Uran,2022,2022-07-07,102
Maharashtra,Raigadh,Uran,2022,2022-07-08,85.5
Maharashtra,Raigadh,Uran,2022,2022-07-12,72.5
Maharashtra,Raigadh,Uran,2022,2022-07-13,90
Maharashtra,Raigadh,Uran,2022,2022-07-14,97.8
Maharashtra,Raigadh,Uran,2022,2022-07-15,88.4
Maharashtra,Raigadh,Uran,2022,2022-08-08,71.4
Maharashtra,Raigadh,Uran,2022,2022-09-08,81
Maharashtra,Raigadh,Uran,2022,2022-09-16,65
Maharashtra,Raigadh,Uran,2022,2022-10-08,97.4
Maharashtra,Raigadh,Sudhagad,2022,2022-07-05,90
Maharashtra,Raigadh,Sudhagad,2022,2022-07-06,114.7
Maharashtra,Raigadh,Sudhagad,2022,2022-07-07,99.9
Maharashtra,Raigadh,Sudhagad,2022,2022-07-08,69.7
Maharashtra,Raigadh,Sudhagad,2022,2022-07-12,117.9
Maharashtra,Raigadh,Sudhagad,2022,2022-07-13,97.4
Maharashtra,Raigadh,Sudhagad,2022,2022-07-14,73.9
Maharashtra,Raigadh,Sudhagad,2022,2022-08-09,116.9
Maharashtra,Raigadh,Sudhagad,2022,2022-09-17,77.4
Maharashtra,Raigadh,Pen,2022,2022-07-05,142.8
Maharashtra,Raigadh,Pen,2022,2022-07-06,193.3
Maharashtra,Raigadh,Pen,2022,2022-07-07,92.3
Maharashtra,Raigadh,Pen,2022,2022-07-08,93.3
Maharashtra,Raigadh,Pen,2022,2022-07-12,122.6
Maharashtra,Raigadh,Pen,2022,2022-07-13,110.4
Maharashtra,Raigadh,Pen,2022,2022-07-14,99.5
Maharashtra,Raigadh,Pen,2022,2022-07-15,114.3
Maharashtra,Raigadh,Pen,2022,2022-08-09,113.3
Maharashtra,Raigadh,Pen,2022,2022-08-10,81.6
Maharashtra,Raigadh,Pen,2022,2022-08-17,65.6
Maharashtra,Raigadh,Pen,2022,2022-09-08,105.7
Maharashtra,Raigadh,Pen,2022,2022-09-17,99.3
Maharashtra,Raigadh,Pen,2022,2022-10-08,85.3
Maharashtra,Raigadh,Mahad,2022,2022-07-02,72.2
Maharashtra,Raigadh,Mahad,2022,2022-07-05,169
Maharashtra,Raigadh,Mahad,2022,2022-07-06,122.1
Maharashtra,Raigadh,Mahad,2022,2022-07-07,122.6
Maharashtra,Raigadh,Mahad,2022,2022-07-08,66.2
Maharashtra,Raigadh,Mahad,2022,2022-07-10,76.6
Maharashtra,Raigadh,Mahad,2022,2022-07-12,112.3
Maharashtra,Raigadh,Mahad,2022,2022-07-13,72.9
Maharashtra,Raigadh,Mahad,2022,2022-07-14,132
Maharashtra,Raigadh,Mahad,2022,2022-07-16,65.3
Maharashtra,Raigadh,Mahad,2022,2022-08-08,105
Maharashtra,Raigadh,Mahad,2022,2022-08-09,149.7
Maharashtra,Raigadh,Mahad,2022,2022-08-10,121.9
Maharashtra,Raigadh,Mahad,2022,2022-08-11,82
Maharashtra,Raigadh,Mahad,2022,2022-08-12,66.1
Maharashtra,Raigadh,Mangaon,2022,2022-07-05,153.4
Maharashtra,Raigadh,Mangaon,2022,2022-07-06,88.5
Maharashtra,Raigadh,Mangaon,2022,2022-07-07,107.5
Maharashtra,Raigadh,Mangaon,2022,2022-07-12,73.5
Maharashtra,Raigadh,Mangaon,2022,2022-08-08,98.3
Maharashtra,Raigadh,Mangaon,2022,2022-08-09,130.4
Maharashtra,Raigadh,Roha,2022,2022-07-02,84.3
Maharashtra,Raigadh,Roha,2022,2022-07-05,115.3
Maharashtra,Raigadh,Roha,2022,2022-07-06,139.3
Maharashtra,Raigadh,Roha,2022,2022-07-07,115.5
Maharashtra,Raigadh,Roha,2022,2022-07-08,70
Maharashtra,Raigadh,Roha,2022,2022-07-12,128.2
Maharashtra,Raigadh,Roha,2022,2022-07-14,85
Maharashtra,Raigadh,Roha,2022,2022-08-08,124.7
Maharashtra,Raigadh,Roha,2022,2022-08-09,143.7
Maharashtra,Raigadh,Roha,2022,2022-10-08,78.5
Maharashtra,Raigadh,Poladpur,2022,2022-07-05,159.5
Maharashtra,Raigadh,Poladpur,2022,2022-07-06,131.8
Maharashtra,Raigadh,Poladpur,2022,2022-07-07,119.8
Maharashtra,Raigadh,Poladpur,2022,2022-07-08,77.5
Maharashtra,Raigadh,Poladpur,2022,2022-07-10,68.8
Maharashtra,Raigadh,Poladpur,2022,2022-07-12,97
Maharashtra,Raigadh,Poladpur,2022,2022-07-14,123.1
Maharashtra,Raigadh,Poladpur,2022,2022-08-08,100.6
Maharashtra,Raigadh,Poladpur,2022,2022-08-09,142.1
Maharashtra,Raigadh,Poladpur,2022,2022-08-10,100.8
Maharashtra,Raigadh,Poladpur,2022,2022-08-11,103.6
Maharashtra,Raigadh,Poladpur,2022,2022-08-12,92.6
Maharashtra,Raigadh,Murud,2022,2022-06-26,100.2
Maharashtra,Raigadh,Murud,2022,2022-06-27,70.7
Maharashtra,Raigadh,Murud,2022,2022-06-30,109
Maharashtra,Raigadh,Murud,2022,2022-07-01,110
Maharashtra,Raigadh,Murud,2022,2022-07-02,70.2
Maharashtra,Raigadh,Murud,2022,2022-07-05,123.6
Maharashtra,Raigadh,Murud,2022,2022-07-06,154.8
Maharashtra,Raigadh,Murud,2022,2022-07-12,81.3
Maharashtra,Raigadh,Murud,2022,2022-07-14,70.5
Maharashtra,Raigadh,Murud,2022,2022-08-07,84.1
Maharashtra,Raigadh,Murud,2022,2022-08-08,96
Maharashtra,Raigadh,Murud,2022,2022-08-09,154.8
Maharashtra,Raigadh,Murud,2022,2022-08-10,78
Maharashtra,Raigadh,Murud,2022,2022-10-07,93.2
Maharashtra,Raigadh,Murud,2022,2022-10-08,126
Maharashtra,Raigadh,Shriwardhan,2022,2022-06-11,70.6
Maharashtra,Raigadh,Shriwardhan,2022,2022-06-26,131.5
Maharashtra,Raigadh,Shriwardhan,2022,2022-06-30,98.5
Maharashtra,Raigadh,Shriwardhan,2022,2022-07-01,71.1
Maharashtra,Raigadh,Shriwardhan,2022,2022-07-05,157
Maharashtra,Raigadh,Shriwardhan,2022,2022-07-06,87.5
Maharashtra,Raigadh,Shriwardhan,2022,2022-07-07,88.1
Maharashtra,Raigadh,Shriwardhan,2022,2022-08-07,111.6
Maharashtra,Raigadh,Shriwardhan,2022,2022-08-08,217
Maharashtra,Raigadh,Shriwardhan,2022,2022-08-09,127.6
Maharashtra,Raigadh,Shriwardhan,2022,2022-08-10,67.6
Maharashtra,Raigadh,Shriwardhan,2022,2022-10-08,91.7
Maharashtra,Raigadh,Mahasala,2022,2022-06-28,79.3
Maharashtra,Raigadh,Mahasala,2022,2022-06-30,102.9
Maharashtra,Raigadh,Mahasala,2022,2022-07-02,90.2
Maharashtra,Raigadh,Mahasala,2022,2022-07-05,155.2
Maharashtra,Raigadh,Mahasala,2022,2022-07-06,91.4
Maharashtra,Raigadh,Mahasala,2022,2022-07-07,93.3
Maharashtra,Raigadh,Mahasala,2022,2022-07-08,69.7
Maharashtra,Raigadh,Mahasala,2022,2022-07-14,69.2
Maharashtra,Raigadh,Mahasala,2022,2022-08-07,83.3
Maharashtra,Raigadh,Mahasala,2022,2022-08-08,207.6
Maharashtra,Raigadh,Mahasala,2022,2022-08-09,188.8
Maharashtra,Raigadh,Mahasala,2022,2022-08-10,78.4
Maharashtra,Raigadh,Mahasala,2022,2022-08-11,74.2
Maharashtra,Raigadh,Mahasala,2022,2022-10-08,93.8
Maharashtra,Raigadh,Tala,2022,2022-06-30,118.3
Maharashtra,Raigadh,Tala,2022,2022-07-02,95.5
Maharashtra,Raigadh,Tala,2022,2022-07-05,188.7
Maharashtra,Raigadh,Tala,2022,2022-07-06,161.6
Maharashtra,Raigadh,Tala,2022,2022-07-07,95.3
Maharashtra,Raigadh,Tala,2022,2022-07-08,94.9
Maharashtra,Raigadh,Tala,2022,2022-07-12,121.6
Maharashtra,Raigadh,Tala,2022,2022-07-14,96.7
Maharashtra,Raigadh,Tala,2022,2022-07-24,71.7
Maharashtra,Raigadh,Tala,2022,2022-08-07,82.3
Maharashtra,Raigadh,Tala,2022,2022-08-08,165.3
Maharashtra,Raigadh,Tala,2022,2022-08-09,175.3
Maharashtra,Raigadh,Tala,2022,2022-08-10,74.1
Maharashtra,Raigadh,Tala,2022,2022-08-11,99.3
Maharashtra,Raigadh,Tala,2022,2022-09-08,71.2
Maharashtra,Raigadh,Tala,2022,2022-09-14,94.1
Maharashtra,Raigadh,Tala,2022,2022-09-16,66.2
Maharashtra,Raigadh,Tala,2022,2022-09-17,86
Maharashtra,Raigadh,Tala,2022,2022-10-08,84.3
Maharashtra,Ratnagiri,Chiplun,2022,2022-06-28,71
Maharashtra,Ratnagiri,Chiplun,2022,2022-07-05,159.9
Maharashtra,Ratnagiri,Chiplun,2022,2022-07-06,139.4
Maharashtra,Ratnagiri,Chiplun,2022,2022-07-07,83.6
Maharashtra,Ratnagiri,Chiplun,2022,2022-07-08,82.4
Maharashtra,Ratnagiri,Chiplun,2022,2022-07-10,68.6
Maharashtra,Ratnagiri,Chiplun,2022,2022-07-11,74.4
Maharashtra,Ratnagiri,Chiplun,2022,2022-07-12,79.5
Maharashtra,Ratnagiri,Chiplun,2022,2022-07-13,86.4
Maharashtra,Ratnagiri,Chiplun,2022,2022-08-08,145
Maharashtra,Ratnagiri,Chiplun,2022,2022-08-09,101.3
Maharashtra,Ratnagiri,Chiplun,2022,2022-08-10,131.3
Maharashtra,Ratnagiri,Chiplun,2022,2022-09-13,65.3
Maharashtra,Ratnagiri,Chiplun,2022,2022-10-07,70.9
Maharashtra,Ratnagiri,Dapoli,2022,2022-06-26,106.3
Maharashtra,Ratnagiri,Dapoli,2022,2022-07-05,157.6
Maharashtra,Ratnagiri,Dapoli,2022,2022-07-06,126.7
Maharashtra,Ratnagiri,Dapoli,2022,2022-07-07,86.8
Maharashtra,Ratnagiri,Dapoli,2022,2022-08-08,194
Maharashtra,Ratnagiri,Dapoli,2022,2022-08-09,92.3
Maharashtra,Ratnagiri,Dapoli,2022,2022-08-10,69.4
Maharashtra,Ratnagiri,Dapoli,2022,2022-08-11,67.6
Maharashtra,Ratnagiri,Khed,2022,2022-06-26,68.5
Maharashtra,Ratnagiri,Khed,2022,2022-06-27,73.6
Maharashtra,Ratnagiri,Khed,2022,2022-06-28,115
Maharashtra,Ratnagiri,Khed,2022,2022-07-05,134.7
Maharashtra,Ratnagiri,Khed,2022,2022-07-06,173.8
Maharashtra,Ratnagiri,Khed,2022,2022-07-07,137.6
Maharashtra,Ratnagiri,Khed,2022,2022-07-08,88.9
Maharashtra,Ratnagiri,Khed,2022,2022-07-10,70
Maharashtra,Ratnagiri,Khed,2022,2022-07-12,115.6
Maharashtra,Ratnagiri,Khed,2022,2022-07-13,71.4
Maharashtra,Ratnagiri,Khed,2022,2022-08-08,166
Maharashtra,Ratnagiri,Khed,2022,2022-08-09,119.6
Maharashtra,Ratnagiri,Khed,2022,2022-08-10,102.5
Maharashtra,Ratnagiri,Khed,2022,2022-08-11,67.6
Maharashtra,Ratnagiri,Khed,2022,2022-08-23,73.4
Maharashtra,Ratnagiri,Guhagar,2022,2022-06-25,78.6
Maharashtra,Ratnagiri,Guhagar,2022,2022-06-26,98.2
Maharashtra,Ratnagiri,Guhagar,2022,2022-06-28,74.2
Maharashtra,Ratnagiri,Guhagar,2022,2022-07-01,99.1
Maharashtra,Ratnagiri,Guhagar,2022,2022-07-05,127.2
Maharashtra,Ratnagiri,Guhagar,2022,2022-07-06,125.3
Maharashtra,Ratnagiri,Guhagar,2022,2022-08-07,77.8
Maharashtra,Ratnagiri,Guhagar,2022,2022-08-08,142.8
Maharashtra,Ratnagiri,Guhagar,2022,2022-09-13,75.3
Maharashtra,Ratnagiri,Mandangad,2022,2022-06-26,76.9
Maharashtra,Ratnagiri,Mandangad,2022,2022-06-28,101.9
Maharashtra,Ratnagiri,Mandangad,2022,2022-06-30,72.5
Maharashtra,Ratnagiri,Mandangad,2022,2022-07-01,78.7
Maharashtra,Ratnagiri,Mandangad,2022,2022-07-02,65.4
Maharashtra,Ratnagiri,Mandangad,2022,2022-07-05,173.5
Maharashtra,Ratnagiri,Mandangad,2022,2022-07-06,119.5
Maharashtra,Ratnagiri,Mandangad,2022,2022-07-07,125.4
Maharashtra,Ratnagiri,Mandangad,2022,2022-07-08,89.6
Maharashtra,Ratnagiri,Mandangad,2022,2022-08-07,92.2
Maharashtra,Ratnagiri,Mandangad,2022,2022-08-08,203.8
Maharashtra,Ratnagiri,Mandangad,2022,2022-08-09,123.5
Maharashtra,Ratnagiri,Mandangad,2022,2022-08-10,77.6
Maharashtra,Ratnagiri,Ratnagiri,2022,2022-06-25,102.9
Maharashtra,Ratnagiri,Ratnagiri,2022,2022-06-26,174.4
Maharashtra,Ratnagiri,Ratnagiri,2022,2022-06-30,88.1
Maharashtra,Ratnagiri,Ratnagiri,2022,2022-07-01,100.6
Maharashtra,Ratnagiri,Ratnagiri,2022,2022-07-05,119.7
Maharashtra,Ratnagiri,Ratnagiri,2022,2022-07-06,97.6
Maharashtra,Ratnagiri,Ratnagiri,2022,2022-08-07,150.4
Maharashtra,Ratnagiri,Ratnagiri,2022,2022-08-08,145.4
Maharashtra,Ratnagiri,Ratnagiri,2022,2022-08-09,120.7
Maharashtra,Ratnagiri,Ratnagiri,2022,2022-10-07,85.3
Maharashtra,Ratnagiri,Sangameshwar,2022,2022-06-25,67.6
