subdivision,year,month,rainfall_mm
Naga Mani Mizo Tripura,1979,10,57.9
Naga Mani Mizo Tripura,1979,11,47.1
Naga Mani Mizo Tripura,1979,12,33.1
Naga Mani Mizo Tripura,1980,1,7.2
Naga Mani Mizo Tripura,1980,2,42.4
Naga Mani Mizo Tripura,1980,3,101.6
Naga Mani Mizo Tripura,1980,4,145.7
Naga Mani Mizo Tripura,1980,5,461.5
Naga Mani Mizo Tripura,1980,6,373.3
Naga Mani Mizo Tripura,1980,7,327.4
Naga Mani Mizo Tripura,1980,8,312.1
Naga Mani Mizo Tripura,1980,9,364.4
Naga Mani Mizo Tripura,1980,10,168.5
Naga Mani Mizo Tripura,1980,11,0.1
Naga Mani Mizo Tripura,1980,12,0.7
Naga Mani Mizo Tripura,1981,1,26.6
Naga Mani Mizo Tripura,1981,2,26.3
Naga Mani Mizo Tripura,1981,3,105.5
Naga Mani Mizo Tripura,1981,4,268
Naga Mani Mizo Tripura,1981,5,377.5
Naga Mani Mizo Tripura,1981,6,223.2
Naga Mani Mizo Tripura,1981,7,448.1
Naga Mani Mizo Tripura,1981,8,329.7
Naga Mani Mizo Tripura,1981,9,213.2
Naga Mani Mizo Tripura,1981,10,33.1
Naga Mani Mizo Tripura,1981,11,11.5
Naga Mani Mizo Tripura,1981,12,9.6
Naga Mani Mizo Tripura,1982,1,0.1
Naga Mani Mizo Tripura,1982,2,54.8
Naga Mani Mizo Tripura,1982,3,73.8
Naga Mani Mizo Tripura,1982,4,224.6
Naga Mani Mizo Tripura,1982,5,103.3
Naga Mani Mizo Tripura,1982,6,371.9
Naga Mani Mizo Tripura,1982,7,373.6
Naga Mani Mizo Tripura,1982,8,466.3
Naga Mani Mizo Tripura,1982,9,284.5
Naga Mani Mizo Tripura,1982,10,32.8
Naga Mani Mizo Tripura,1982,11,38.1
Naga Mani Mizo Tripura,1982,12,3.7
Naga Mani Mizo Tripura,1983,1,19.2
Naga Mani Mizo Tripura,1983,2,49.3
Naga Mani Mizo Tripura,1983,3,244.9
Naga Mani Mizo Tripura,1983,4,303.8
Naga Mani Mizo Tripura,1983,5,402.4
Naga Mani Mizo Tripura,1983,6,380.9
Naga Mani Mizo Tripura,1983,7,329.7
Naga Mani Mizo Tripura,1983,8,392.8
Naga Mani Mizo Tripura,1983,9,239.7
Naga Mani Mizo Tripura,1983,10,189
Naga Mani Mizo Tripura,1983,11,6.2
Naga Mani Mizo Tripura,1983,12,30.2
Naga Mani Mizo Tripura,1984,1,17.4
Naga Mani Mizo Tripura,1984,2,1.8
Naga Mani Mizo Tripura,1984,3,5.1
Naga Mani Mizo Tripura,1984,4,121.1
Naga Mani Mizo Tripura,1984,5,743
Naga Mani Mizo Tripura,1984,6,514.6
Naga Mani Mizo Tripura,1984,7,255.3
Naga Mani Mizo Tripura,1984,8,387.2
Naga Mani Mizo Tripura,1984,9,250.2
Naga Mani Mizo Tripura,1984,10,120.4
Naga Mani Mizo Tripura,1984,11,9.1
Naga Mani Mizo Tripura,1984,12,28.8
Naga Mani Mizo Tripura,1985,1,6.4
Naga Mani Mizo Tripura,1985,2,36.2
Naga Mani Mizo Tripura,1985,3,87.1
Naga Mani Mizo Tripura,1985,4,162.8
Naga Mani Mizo Tripura,1985,5,377.6
Naga Mani Mizo Tripura,1985,6,507.5
Naga Mani Mizo Tripura,1985,7,275.5
Naga Mani Mizo Tripura,1985,8,301.9
Naga Mani Mizo Tripura,1985,9,279.4
Naga Mani Mizo Tripura,1985,10,52.3
Naga Mani Mizo Tripura,1985,11,8.7
Naga Mani Mizo Tripura,1985,12,9.9
Naga Mani Mizo Tripura,1986,1,8.8
Naga Mani Mizo Tripura,1986,2,7.3
Naga Mani Mizo Tripura,1986,3,17.7
Naga Mani Mizo Tripura,1986,4,263.4
Naga Mani Mizo Tripura,1986,5,153
Naga Mani Mizo Tripura,1986,6,325.5
Naga Mani Mizo Tripura,1986,7,376.9
Naga Mani Mizo Tripura,1986,8,364.6
Naga Mani Mizo Tripura,1986,9,355.8
Naga Mani Mizo Tripura,1986,10,311.7
Naga Mani Mizo Tripura,1986,11,131.2
Naga Mani Mizo Tripura,1986,12,26.3
Naga Mani Mizo Tripura,1987,1,7.7
Naga Mani Mizo Tripura,1987,2,13.1
Naga Mani Mizo Tripura,1987,3,68.9
Naga Mani Mizo Tripura,1987,4,195
Naga Mani Mizo Tripura,1987,5,144.9
Naga Mani Mizo Tripura,1987,6,420.8
Naga Mani Mizo Tripura,1987,7,447.2
Naga Mani Mizo Tripura,1987,8,422.7
Naga Mani Mizo Tripura,1987,9,388.6
Naga Mani Mizo Tripura,1987,10,172.2
Naga Mani Mizo Tripura,1987,11,74
Naga Mani Mizo Tripura,1987,12,6.1
Naga Mani Mizo Tripura,1988,1,0.4
Naga Mani Mizo Tripura,1988,2,33.6
Naga Mani Mizo Tripura,1988,3,83.5
Naga Mani Mizo Tripura,1988,4,141.9
Naga Mani Mizo Tripura,1988,5,470.2
Naga Mani Mizo Tripura,1988,6,466.4
Naga Mani Mizo Tripura,1988,7,540
Naga Mani Mizo Tripura,1988,8,407.4
Naga Mani Mizo Tripura,1988,9,298.6
Naga Mani Mizo Tripura,1988,10,298.6
Naga Mani Mizo Tripura,1988,11,75.3
Naga Mani Mizo Tripura,1988,12,4.3
Naga Mani Mizo Tripura,1989,1,0.7
Naga Mani Mizo Tripura,1989,2,27.1
Naga Mani Mizo Tripura,1989,3,17.2
Naga Mani Mizo Tripura,1989,4,139.1
Naga Mani Mizo Tripura,1989,5,206.9
Naga Mani Mizo Tripura,1989,6,367.1
Naga Mani Mizo Tripura,1989,7,470.6
Naga Mani Mizo Tripura,1989,8,393.6
Naga Mani Mizo Tripura,1989,9,376.3
Naga Mani Mizo Tripura,1989,10,352.9
Naga Mani Mizo Tripura,1989,11,5.3
Naga Mani Mizo Tripura,1989,12,2.3
Naga Mani Mizo Tripura,1990,1,0.2
Naga Mani Mizo Tripura,1990,2,32.5
Naga Mani Mizo Tripura,1990,3,197.6
Naga Mani Mizo Tripura,1990,4,274.9
Naga Mani Mizo Tripura,1990,5,314.6
Naga Mani Mizo Tripura,1990,6,380
Naga Mani Mizo Tripura,1990,7,387.9
Naga Mani Mizo Tripura,1990,8,344.7
Naga Mani Mizo Tripura,1990,9,339.4
Naga Mani Mizo Tripura,1990,10,168.2
Naga Mani Mizo Tripura,1990,11,99.3
Naga Mani Mizo Tripura,1990,12,42.9
Naga Mani Mizo Tripura,1991,1,27.5
Naga Mani Mizo Tripura,1991,2,41.9
Naga Mani Mizo Tripura,1991,3,64.1
Naga Mani Mizo Tripura,1991,4,253.5
Naga Mani Mizo Tripura,1991,5,619.4
Naga Mani Mizo Tripura,1991,6,456.6
Naga Mani Mizo Tripura,1991,7,297.3
Naga Mani Mizo Tripura,1991,8,326
Naga Mani Mizo Tripura,1991,9,387.3
Naga Mani Mizo Tripura,1991,10,291.4
Naga Mani Mizo Tripura,1991,11,28
Naga Mani Mizo Tripura,1991,12,58.9
Naga Mani Mizo Tripura,1992,1,4.4
Naga Mani Mizo Tripura,1992,2,67.1
Naga Mani Mizo Tripura,1992,3,23.3
Naga Mani Mizo Tripura,1992,4,95.7
Naga Mani Mizo Tripura,1992,5,250.2
Naga Mani Mizo Tripura,1992,6,343.8
Naga Mani Mizo Tripura,1992,7,439.1
Naga Mani Mizo Tripura,1992,8,397.2
Naga Mani Mizo Tripura,1992,9,323.6
Naga Mani Mizo Tripura,1992,10,243.2
Naga Mani Mizo Tripura,1992,11,25.4
Naga Mani Mizo Tripura,1992,12,8.5
Naga Mani Mizo Tripura,1993,1,11.1
Naga Mani Mizo Tripura,1993,2,139.3
Naga Mani Mizo Tripura,1993,3,92.8
Naga Mani Mizo Tripura,1993,4,155.4
Naga Mani Mizo Tripura,1993,5,499.4
Naga Mani Mizo Tripura,1993,6,539.6
Naga Mani Mizo Tripura,1993,7,530.9
Naga Mani Mizo Tripura,1993,8,428.9
Naga Mani Mizo Tripura,1993,9,302.9
Naga Mani Mizo Tripura,1993,10,165.4
Naga Mani Mizo Tripura,1993,11,16
Naga Mani Mizo Tripura,1993,12,0
Naga Mani Mizo Tripura,1994,1,9.5
Naga Mani Mizo Tripura,1994,2,30.1
Naga Mani Mizo Tripura,1994,3,219.3
Naga Mani Mizo Tripura,1994,4,134.7
Naga Mani Mizo Tripura,1994,5,130.7
Naga Mani Mizo Tripura,1994,6,256.2
Naga Mani Mizo Tripura,1994,7,305.7
Naga Mani Mizo Tripura,1994,8,335.7
Naga Mani Mizo Tripura,1994,9,161.6
Naga Mani Mizo Tripura,1994,10,102
Naga Mani Mizo Tripura,1994,11,27
Naga Mani Mizo Tripura,1994,12,0
Naga Mani Mizo Tripura,1995,1,5.4
Naga Mani Mizo Tripura,1995,2,36.5
Naga Mani Mizo Tripura,1995,3,52
Naga Mani Mizo Tripura,1995,4,68.7
Naga Mani Mizo Tripura,1995,5,254.5
Naga Mani Mizo Tripura,1995,6,425.8
Naga Mani Mizo Tripura,1995,7,403.6
Naga Mani Mizo Tripura,1995,8,495.9
Naga Mani Mizo Tripura,1995,9,312.5
Naga Mani Mizo Tripura,1995,10,129.7
Naga Mani Mizo Tripura,1995,11,155.3
Naga Mani Mizo Tripura,1995,12,0.2
Naga Mani Mizo Tripura,1996,1,8.1
Naga Mani Mizo Tripura,1996,2,30
Naga Mani Mizo Tripura,1996,3,153.9
Naga Mani Mizo Tripura,1996,4,97.3
Naga Mani Mizo Tripura,1996,5,284.2
Naga Mani Mizo Tripura,1996,6,314
Naga Mani Mizo Tripura,1996,7,395.1
Naga Mani Mizo Tripura,1996,8,363.5
Naga Mani Mizo Tripura,1996,9,341.3
Naga Mani Mizo Tripura,1996,10,179.7
Naga Mani Mizo Tripura,1996,11,18.8
Naga Mani Mizo Tripura,1996,12,8.7
Naga Mani Mizo Tripura,1997,1,11.3
Naga Mani Mizo Tripura,1997,2,23.7
Naga Mani Mizo Tripura,1997,3,134.4
Naga Mani Mizo Tripura,1997,4,112
Naga Mani Mizo Tripura,1997,5,255
Naga Mani Mizo Tripura,1997,6,334
Naga Mani Mizo Tripura,1997,7,598.5
Naga Mani Mizo Tripura,1997,8,273.9
Naga Mani Mizo Tripura,1997,9,361.6
Naga Mani Mizo Tripura,1997,10,48.6
Naga Mani Mizo Tripura,1997,11,17.8
Naga Mani Mizo Tripura,1997,12,41.3
Naga Mani Mizo Tripura,1998,1,28.1
Naga Mani Mizo Tripura,1998,2,31.6
Naga Mani Mizo Tripura,1998,3,136.4
Naga Mani Mizo Tripura,1998,4,164.6
Naga Mani Mizo Tripura,1998,5,352.2
Naga Mani Mizo Tripura,1998,6,297.6
Naga Mani Mizo Tripura,1998,7,480.6
Naga Mani Mizo Tripura,1998,8,367.3
Naga Mani Mizo Tripura,1998,9,222.3
Naga Mani Mizo Tripura,1998,10,97.9
Naga Mani Mizo Tripura,1998,11,46.5
Naga Mani Mizo Tripura,1998,12,0.3
Naga Mani Mizo Tripura,1999,1,2.2
Naga Mani Mizo Tripura,1999,2,0
Naga Mani Mizo Tripura,1999,3,33.5
Naga Mani Mizo Tripura,1999,4,26.3
Naga Mani Mizo Tripura,1999,5,397.5
Naga Mani Mizo Tripura,1999,6,358.4
Naga Mani Mizo Tripura,1999,7,422.7
Naga Mani Mizo Tripura,1999,8,391.3
Naga Mani Mizo Tripura,1999,9,338.5
Naga Mani Mizo Tripura,1999,10,227.7
Naga Mani Mizo Tripura,1999,11,16.5
Naga Mani Mizo Tripura,1999,12,18.3
Naga Mani Mizo Tripura,2000,1,22.5
Naga Mani Mizo Tripura,2000,2,26.1
Naga Mani Mizo Tripura,2000,3,129.1
Naga Mani Mizo Tripura,2000,4,214.2
Naga Mani Mizo Tripura,2000,5,403.6
Naga Mani Mizo Tripura,2000,6,325.4
Naga Mani Mizo Tripura,2000,7,269.2
Naga Mani Mizo Tripura,2000,8,465
Naga Mani Mizo Tripura,2000,9,298.3
Naga Mani Mizo Tripura,2000,10,185.2
Naga Mani Mizo Tripura,2000,11,24.2
Naga Mani Mizo Tripura,2000,12,1.1
Naga Mani Mizo Tripura,2001,1,1.5
Naga Mani Mizo Tripura,2001,2,46.9
Naga Mani Mizo Tripura,2001,3,38.8
Naga Mani Mizo Tripura,2001,4,83.6
Naga Mani Mizo Tripura,2001,5,313.8
Naga Mani Mizo Tripura,2001,6,478
Naga Mani Mizo Tripura,2001,7,322.6
Naga Mani Mizo Tripura,2001,8,263
Naga Mani Mizo Tripura,2001,9,269
Naga Mani Mizo Tripura,2001,10,266.4
Naga Mani Mizo Tripura,2001,11,65.4
Naga Mani Mizo Tripura,2001,12,0.2
Naga Mani Mizo Tripura,2002,1,18.6
Naga Mani Mizo Tripura,2002,2,3.9
Naga Mani Mizo Tripura,2002,3,62.7
Naga Mani Mizo Tripura,2002,4,143.8
Naga Mani Mizo Tripura,2002,5,438.7
Naga Mani Mizo Tripura,2002,6,351.6
Naga Mani Mizo Tripura,2002,7,462.2
Naga Mani Mizo Tripura,2002,8,358.4
Naga Mani Mizo Tripura,2002,9,225.7
Naga Mani Mizo Tripura,2002,10,98.9
Naga Mani Mizo Tripura,2002,11,71.9
Naga Mani Mizo Tripura,2002,12,6
Naga Mani Mizo Tripura,2003,1,3.8
Naga Mani Mizo Tripura,2003,2,11.5
Naga Mani Mizo Tripura,2003,3,78
Naga Mani Mizo Tripura,2003,4,158.9
Naga Mani Mizo Tripura,2003,5,265.6
Naga Mani Mizo Tripura,2003,6,590.9
Naga Mani Mizo Tripura,2003,7,262.4
Naga Mani Mizo Tripura,2003,8,281.7
Naga Mani Mizo Tripura,2003,9,288.4
Naga Mani Mizo Tripura,2003,10,175.1
Naga Mani Mizo Tripura,2003,11,5.1
Naga Mani Mizo Tripura,2003,12,40.9
Naga Mani Mizo Tripura,2004,1,4.8
Naga Mani Mizo Tripura,2004,2,2.7
Naga Mani Mizo Tripura,2004,3,11
Naga Mani Mizo Tripura,2004,4,341.5
Naga Mani Mizo Tripura,2004,5,211
Naga Mani Mizo Tripura,2004,6,449.2
Naga Mani Mizo Tripura,2004,7,558.6
Naga Mani Mizo Tripura,2004,8,284.3
Naga Mani Mizo Tripura,2004,9,351
Naga Mani Mizo Tripura,2004,10,132.7
Naga Mani Mizo Tripura,2004,11,6.4
Naga Mani Mizo Tripura,2004,12,0.5
Naga Mani Mizo Tripura,2005,1,6.4
Naga Mani Mizo Tripura,2005,2,15
Naga Mani Mizo Tripura,2005,3,118.6
Naga Mani Mizo Tripura,2005,4,98.1
Naga Mani Mizo Tripura,2005,5,237
Naga Mani Mizo Tripura,2005,6,212.3
Naga Mani Mizo Tripura,2005,7,301.5
Naga Mani Mizo Tripura,2005,8,334.8
Naga Mani Mizo Tripura,2005,9,292.6
Naga Mani Mizo Tripura,2005,10,194.3
Naga Mani Mizo Tripura,2005,11,15.6
Naga Mani Mizo Tripura,2005,12,10.5
Naga Mani Mizo Tripura,2006,1,0.6
Naga Mani Mizo Tripura,2006,2,12.4
Naga Mani Mizo Tripura,2006,3,5.5
Naga Mani Mizo Tripura,2006,4,111.1
Naga Mani Mizo Tripura,2006,5,382.2
Naga Mani Mizo Tripura,2006,6,445.6
Naga Mani Mizo Tripura,2006,7,335
Naga Mani Mizo Tripura,2006,8,241.6
Naga Mani Mizo Tripura,2006,9,231.1
Naga Mani Mizo Tripura,2006,10,90.4
Naga Mani Mizo Tripura,2006,11,13
Naga Mani Mizo Tripura,2006,12,3.7
Naga Mani Mizo Tripura,2007,1,7.9
Naga Mani Mizo Tripura,2007,2,54.7
Naga Mani Mizo Tripura,2007,3,28.7
Naga Mani Mizo Tripura,2007,4,220.4
Naga Mani Mizo Tripura,2007,5,276.7
Naga Mani Mizo Tripura,2007,6,446.3
Naga Mani Mizo Tripura,2007,7,430
Naga Mani Mizo Tripura,2007,8,373.8
Naga Mani Mizo Tripura,2007,9,426.6
Naga Mani Mizo Tripura,2007,10,180.5
Naga Mani Mizo Tripura,2007,11,82.6
Naga Mani Mizo Tripura,2007,12,10.1
Naga Mani Mizo Tripura,2008,1,30.7
Naga Mani Mizo Tripura,2008,2,13.8
Naga Mani Mizo Tripura,2008,3,49.6
Naga Mani Mizo Tripura,2008,4,54.9
Naga Mani Mizo Tripura,2008,5,200.8
Naga Mani Mizo Tripura,2008,6,327.4
Naga Mani Mizo Tripura,2008,7,333.3
Naga Mani Mizo Tripura,2008,8,358.6
Naga Mani Mizo Tripura,2008,9,223.7
Naga Mani Mizo Tripura,2008,10,150.2
Naga Mani Mizo Tripura,2008,11,4.7
Naga Mani Mizo Tripura,2008,12,1.2
Naga Mani Mizo Tripura,2009,1,0
Naga Mani Mizo Tripura,2009,2,3.2
Naga Mani Mizo Tripura,2009,3,27.5
Naga Mani Mizo Tripura,2009,4,93.1
Naga Mani Mizo Tripura,2009,5,209.5
Naga Mani Mizo Tripura,2009,6,271.9
Naga Mani Mizo Tripura,2009,7,295.8
Naga Mani Mizo Tripura,2009,8,380.9
Naga Mani Mizo Tripura,2009,9,271.3
Naga Mani Mizo Tripura,2009,10,158.2
Naga Mani Mizo Tripura,2009,11,26.1
Naga Mani Mizo Tripura,2009,12,0.2
Naga Mani Mizo Tripura,2010,1,1
Naga Mani Mizo Tripura,2010,2,7.9
Naga Mani Mizo Tripura,2010,3,85.8
Naga Mani Mizo Tripura,2010,4,161.5
Naga Mani Mizo Tripura,2010,5,294
Naga Mani Mizo Tripura,2010,6,411.6
Naga Mani Mizo Tripura,2010,7,367.5
Naga Mani Mizo Tripura,2010,8,393.2
Naga Mani Mizo Tripura,2010,9,309.8
Naga Mani Mizo Tripura,2010,10,220.2
Naga Mani Mizo Tripura,2010,11,9.2
Naga Mani Mizo Tripura,2010,12,33.5
Naga Mani Mizo Tripura,2011,1,12.6
Naga Mani Mizo Tripura,2011,2,3.6
Naga Mani Mizo Tripura,2011,3,51.4
Naga Mani Mizo Tripura,2011,4,81.1
Naga Mani Mizo Tripura,2011,5,334.9
Naga Mani Mizo Tripura,2011,6,374.2
Naga Mani Mizo Tripura,2011,7,313.3
Naga Mani Mizo Tripura,2011,8,367.6
Naga Mani Mizo Tripura,2011,9,258.3
Naga Mani Mizo Tripura,2011,10,92.6
Naga Mani Mizo Tripura,2011,11,2.4
Naga Mani Mizo Tripura,2011,12,0.2
Naga Mani Mizo Tripura,2012,1,24.5
Naga Mani Mizo Tripura,2012,2,10.2
Naga Mani Mizo Tripura,2012,3,20.3
Naga Mani Mizo Tripura,2012,4,243.5
Naga Mani Mizo Tripura,2012,5,163.5
Naga Mani Mizo Tripura,2012,6,396.2
Naga Mani Mizo Tripura,2012,7,280.1
Naga Mani Mizo Tripura,2012,8,342.7
Naga Mani Mizo Tripura,2012,9,248.7
Naga Mani Mizo Tripura,2012,10,160.9
Naga Mani Mizo Tripura,2012,11,32
Naga Mani Mizo Tripura,2012,12,0.4
Naga Mani Mizo Tripura,2013,1,0.2
Naga Mani Mizo Tripura,2013,2,5.7
Naga Mani Mizo Tripura,2013,3,19.7
Naga Mani Mizo Tripura,2013,4,60.3
Naga Mani Mizo Tripura,2013,5,348.9
Naga Mani Mizo Tripura,2013,6,206.6
Naga Mani Mizo Tripura,2013,7,255.9
Naga Mani Mizo Tripura,2013,8,291.3
Naga Mani Mizo Tripura,2013,9,241.4
Naga Mani Mizo Tripura,2013,10,125.6
Naga Mani Mizo Tripura,2013,11,0.3
Naga Mani Mizo Tripura,2013,12,1.2
Naga Mani Mizo Tripura,2014,1,1.2
Naga Mani Mizo Tripura,2014,2,21
Naga Mani Mizo Tripura,2014,3,25.4
Naga Mani Mizo Tripura,2014,4,49.6
Naga Mani Mizo Tripura,2014,5,192.5
Naga Mani Mizo Tripura,2014,6,268.3
Naga Mani Mizo Tripura,2014,7,295.7
Naga Mani Mizo Tripura,2014,8,372.3
Naga Mani Mizo Tripura,2014,9,300.9
Naga Mani Mizo Tripura,2014,10,69.6
Naga Mani Mizo Tripura,2014,11,3.3
Naga Mani Mizo Tripura,2014,12,0.1
Naga Mani Mizo Tripura,2015,1,14.4
Naga Mani Mizo Tripura,2015,2,14.2
Naga Mani Mizo Tripura,2015,3,21.6
Naga Mani Mizo Tripura,2015,4,253.5
Naga Mani Mizo Tripura,2015,5,198.3
Naga Mani Mizo Tripura,2015,6,283.9
Naga Mani Mizo Tripura,2015,7,413.6
Naga Mani Mizo Tripura,2015,8,334.2
Naga Mani Mizo Tripura,2015,9,255.9
Naga Mani Mizo Tripura,2015,10,118.7
Naga Mani Mizo Tripura,2015,11,3.9
Naga Mani Mizo Tripura,2015,12,10
Naga Mani Mizo Tripura,2016,1,8.5
Naga Mani Mizo Tripura,2016,2,33.5
Naga Mani Mizo Tripura,2016,3,57.6
Naga Mani Mizo Tripura,2016,4,135.4
Naga Mani Mizo Tripura,2016,5,285.7
Naga Mani Mizo Tripura,2016,6,287.8
Naga Mani Mizo Tripura,2016,7,326.2
Naga Mani Mizo Tripura,2016,8,319
Naga Mani Mizo Tripura,2016,9,296
Naga Mani Mizo Tripura,2016,10,114.7
Naga Mani Mizo Tripura,2016,11,90.3
Naga Mani Mizo Tripura,2016,12,1.7
Naga Mani Mizo Tripura,2017,1,0.8
Naga Mani Mizo Tripura,2017,2,11.9
Naga Mani Mizo Tripura,2017,3,125.3
Naga Mani Mizo Tripura,2017,4,277.6
Naga Mani Mizo Tripura,2017,5,196.7
Naga Mani Mizo Tripura,2017,6,502.7
Naga Mani Mizo Tripura,2017,7,431.5
Naga Mani Mizo Tripura,2017,8,543.3
Naga Mani Mizo Tripura,2017,9,352.2
Naga Mani Mizo Tripura,2017,10,287.6
Naga Mani Mizo Tripura,2017,11,7.6
Naga Mani Mizo Tripura,2017,12,68.1
Sub Himalayan West Bengal & Sikkim,1901,1,26.5
Sub Himalayan West Bengal & Sikkim,1901,2,14.8
Sub Himalayan West Bengal & Sikkim,1901,3,14.1
Sub Himalayan West Bengal & Sikkim,1901,4,29.2
Sub Himalayan West Bengal & Sikkim,1901,5,195.5
Sub Himalayan West Bengal & Sikkim,1901,6,488.4
Sub Himalayan West Bengal & Sikkim,1901,7,524.8
Sub Himalayan West Bengal & Sikkim,1901,8,501.1
Sub Himalayan West Bengal & Sikkim,1901,9,242.7
Sub Himalayan West Bengal & Sikkim,1901,10,55.5
Sub Himalayan West Bengal & Sikkim,1901,11,17.9
Sub Himalayan West Bengal & Sikkim,1901,12,2.6
Sub Himalayan West Bengal & Sikkim,1902,1,1.2
Sub Himalayan West Bengal & Sikkim,1902,2,0.7
Sub Himalayan West Bengal & Sikkim,1902,3,87.1
Sub Himalayan West Bengal & Sikkim,1902,4,126.1
Sub Himalayan West Bengal & Sikkim,1902,5,271.3
Sub Himalayan West Bengal & Sikkim,1902,6,539.2
Sub Himalayan West Bengal & Sikkim,1902,7,671
Sub Himalayan West Bengal & Sikkim,1902,8,603.8
Sub Himalayan West Bengal & Sikkim,1902,9,799.9
Sub Himalayan West Bengal & Sikkim,1902,10,74.4
Sub Himalayan West Bengal & Sikkim,1902,11,5.6
Sub Himalayan West Bengal & Sikkim,1902,12,0
Sub Himalayan West Bengal & Sikkim,1903,1,5.5
Sub Himalayan West Bengal & Sikkim,1903,2,8.7
Sub Himalayan West Bengal & Sikkim,1903,3,19.6
Sub Himalayan West Bengal & Sikkim,1903,4,18.6
Sub Himalayan West Bengal & Sikkim,1903,5,163.6
Sub Himalayan West Bengal & Sikkim,1903,6,541.2
Sub Himalayan West Bengal & Sikkim,1903,7,431.5
Sub Himalayan West Bengal & Sikkim,1903,8,708.8
Sub Himalayan West Bengal & Sikkim,1903,9,365.2
Sub Himalayan West Bengal & Sikkim,1903,10,141.3
Sub Himalayan West Bengal & Sikkim,1903,11,0.3
Sub Himalayan West Bengal & Sikkim,1903,12,0
Sub Himalayan West Bengal & Sikkim,1904,1,3.4
Sub Himalayan West Bengal & Sikkim,1904,2,29.2
Sub Himalayan West Bengal & Sikkim,1904,3,0.9
Sub Himalayan West Bengal & Sikkim,1904,4,124.3
Sub Himalayan West Bengal & Sikkim,1904,5,333.6
Sub Himalayan West Bengal & Sikkim,1904,6,274.2
Sub Himalayan West Bengal & Sikkim,1904,7,500.4
Sub Himalayan West Bengal & Sikkim,1904,8,468.5
Sub Himalayan West Bengal & Sikkim,1904,9,260.6
Sub Himalayan West Bengal & Sikkim,1904,10,164.8
Sub Himalayan West Bengal & Sikkim,1904,11,8.9
Sub Himalayan West Bengal & Sikkim,1904,12,1.1
Sub Himalayan West Bengal & Sikkim,1905,1,12
Sub Himalayan West Bengal & Sikkim,1905,2,31.2
Sub Himalayan West Bengal & Sikkim,1905,3,51.9
Sub Himalayan West Bengal & Sikkim,1905,4,104.4
Sub Himalayan West Bengal & Sikkim,1905,5,290.6
Sub Himalayan West Bengal & Sikkim,1905,6,524.8
Sub Himalayan West Bengal & Sikkim,1905,7,523.1
Sub Himalayan West Bengal & Sikkim,1905,8,1036.6
Sub Himalayan West Bengal & Sikkim,1905,9,321.1
Sub Himalayan West Bengal & Sikkim,1905,10,87.9
Sub Himalayan West Bengal & Sikkim,1905,11,2.7
Sub Himalayan West Bengal & Sikkim,1905,12,18.7
Sub Himalayan West Bengal & Sikkim,1906,1,9.3
Sub Himalayan West Bengal & Sikkim,1906,2,49.2
Sub Himalayan West Bengal & Sikkim,1906,3,30.4
Sub Himalayan West Bengal & Sikkim,1906,4,13
Sub Himalayan West Bengal & Sikkim,1906,5,198.1
Sub Himalayan West Bengal & Sikkim,1906,6,438
Sub Himalayan West Bengal & Sikkim,1906,7,706.4
Sub Himalayan West Bengal & Sikkim,1906,8,816
Sub Himalayan West Bengal & Sikkim,1906,9,208.6
Sub Himalayan West Bengal & Sikkim,1906,10,140.5
Sub Himalayan West Bengal & Sikkim,1906,11,8
Sub Himalayan West Bengal & Sikkim,1906,12,0.4
Sub Himalayan West Bengal & Sikkim,1907,1,10.4
Sub Himalayan West Bengal & Sikkim,1907,2,20.8
Sub Himalayan West Bengal & Sikkim,1907,3,71.1
Sub Himalayan West Bengal & Sikkim,1907,4,108.8
Sub Himalayan West Bengal & Sikkim,1907,5,156.2
Sub Himalayan West Bengal & Sikkim,1907,6,408.1
Sub Himalayan West Bengal & Sikkim,1907,7,889.8
Sub Himalayan West Bengal & Sikkim,1907,8,358.8
Sub Himalayan West Bengal & Sikkim,1907,9,456.1
Sub Himalayan West Bengal & Sikkim,1907,10,40
Sub Himalayan West Bengal & Sikkim,1907,11,5.8
Sub Himalayan West Bengal & Sikkim,1907,12,4.1
Sub Himalayan West Bengal & Sikkim,1908,1,10.6
Sub Himalayan West Bengal & Sikkim,1908,2,32.9
Sub Himalayan West Bengal & Sikkim,1908,3,9.8
Sub Himalayan West Bengal & Sikkim,1908,4,53.8
Sub Himalayan West Bengal & Sikkim,1908,5,315
Sub Himalayan West Bengal & Sikkim,1908,6,368.6
Sub Himalayan West Bengal & Sikkim,1908,7,449.1
Sub Himalayan West Bengal & Sikkim,1908,8,268.5
Sub Himalayan West Bengal & Sikkim,1908,9,441.6
Sub Himalayan West Bengal & Sikkim,1908,10,36
Sub Himalayan West Bengal & Sikkim,1908,11,2.3
Sub Himalayan West Bengal & Sikkim,1908,12,0
Sub Himalayan West Bengal & Sikkim,1909,1,2.1
Sub Himalayan West Bengal & Sikkim,1909,2,8.6
Sub Himalayan West Bengal & Sikkim,1909,3,0
Sub Himalayan West Bengal & Sikkim,1909,4,147.8
Sub Himalayan West Bengal & Sikkim,1909,5,191.9
Sub Himalayan West Bengal & Sikkim,1909,6,896
Sub Himalayan West Bengal & Sikkim,1909,7,340.9
Sub Himalayan West Bengal & Sikkim,1909,8,600.5
Sub Himalayan West Bengal & Sikkim,1909,9,340.2
Sub Himalayan West Bengal & Sikkim,1909,10,136.8
