"Year","Season","Rice-Area","Rice-Production","Rice-Yield","Wheat-Area","Wheat-Production","Wheat-Yield","Maize-Area","Maize-Production","Maize-Yield","Barley-Area","Barley-Production","Barley-Yield","Jowar-Area","Jowar-Production","Jowar-Yield","Bajra-Area","Bajra-Production","Bajra-Yield","Ragi-Area","Ragi-Production","Ragi-Yield","Small Millets-Area","Small Millets-Production","Small Millets-Yield","Shree Anna /Nutri Cereals-Area","Shree Anna /Nutri Cereals-Production","Shree Anna /Nutri Cereals-Yield","Nutri/Coarse Cereals-Area","Nutri/Coarse Cereals-Production","Nutri/Coarse Cereals-Yield","Cereals-Area","Cereals-Production","Cereals-Yield","Tur-Area","Tur-Production","Tur-Yield","Gram-Area","Gram-Production","Gram-Yield","Urad-Area","Urad-Production","Urad-Yield","Moong-Area","Moong-Production","Moong-Yield","Lentil-Area","Lentil-Production","Lentil-Yield","Other Pulses-Area","Other Pulses-Production","Other Pulses-Yield","Total Pulses-Area","Total Pulses-Production","Total Pulses-Yield","Total Food Grains-Area","Total Food Grains-Production","Total Food Grains-Yield","Groundnut-Area","Groundnut-Production","Groundnut-Yield","Castorseed-Area","Castorseed-Production","Castorseed-Yield","Sesamum-Area","Sesamum-Production","Sesamum-Yield","Nigerseed-Area","Nigerseed-Production","Nigerseed-Yield","Soybean-Area","Soybean-Production","Soybean-Yield","Sunflower-Area","Sunflower-Production","Sunflower-Yield","Rapeseed & Mustard-Area","Rapeseed & Mustard-Production","Rapeseed & Mustard-Yield","Linseed-Area","Linseed-Production","Linseed-Yield","Safflower-Area","Safflower-Production","Safflower-Yield","Total Oil Seeds-Area","Total Oil Seeds-Production","Total Oil Seeds-Yield","Sugarcane-Area","Sugarcane-Production","Sugarcane-Yield","Cotton-Area","Cotton-Production","Cotton-Yield","Jute-Area","Jute-Production","Jute-Yield","Mesta-Area","Mesta-Production","Mesta-Yield","Jute & Mesta-Area","Jute & Mesta-Production","Jute & Mesta-Yield"
"2025-26","Kharif","446.70","1247.58","2793.00","","","","98.61","305.09","3094.00","","","","12.10","13.13","1085.00","63.80","94.76","1485.00","13.46","20.00","1486.00","4.15","3.80","915.00","93.51","131.69","1408.00","192.12","436.78","2273.00","638.82","1684.36","2637.00","44.60","35.92","805.00","","","","21.26","11.32","532.00","37.45","19.32","516.00","","","","15.66","9.46","604.00","118.97","76.02","639.00","757.79","1760.38","2323.00","50.29","113.42","2255.00","10.89","21.57","1981.00","9.63","4.52","470.00","0.83","0.32","382.00","123.86","125.96","1017.00","0.88","0.88","997.00","","","","","","","","","","196.38","266.68","1358.00","58.84","5000.63","84987.00","115.25","290.24","428.00","5.83","91.76","2833.00","0.23","2.27","1784.00","6.06","94.03","2793.00"
"2025-26","Rabi","48.99","181.07","3696.00","336.00","1206.57","3591.00","34.88","200.25","5740.00","5.66","17.96","3171.00","22.96","30.09","1311.00","","","","","","","","","","22.96","30.09","1311.00","63.51","248.30","3910.00","448.50","1635.94","3648.00","","","","96.60","125.14","1295.00","6.11","5.70","934.00","1.48","1.28","865.00","17.63","17.62","999.00","18.50","19.44","1051.00","140.32","169.18","1206.00","588.82","1805.12","3066.00","3.16","7.59","2404.00","","","","0.57","0.31","535.00","","","","","","","1.03","1.38","1350.00","94.27","137.68","1460.00","1.94","1.61","828.00","0.90","0.66","736.00","101.86","149.22","1465.00","","","","","","","","","","","","","","",""
"2025-26","Summer","32.63","111.59","3419.00","","","","10.58","45.59","4308.00","","","","0.43","0.34","792.00","5.83","13.72","2353.00","","","","","","","6.26","14.06","2247.00","16.84","59.65","3542.00","49.48","171.24","3461.00","","","","","","","4.34","4.58","1055.00","22.82","24.31","1065.00","","","","","","","27.16","28.89","1064.00","76.64","200.13","2611.00","5.23","9.73","1861.00","","","","5.04","4.51","895.00","","","","","","","0.35","0.44","1277.00","","","","","","","","","","10.62","14.69","1383.00","","","","","","","","","","","","","","",""
"2025-26","Total","528.32","1540.24","2915.00","336.00","1206.57","3591.00","144.08","550.93","3824.00","5.66","17.96","3171.00","35.48","43.56","1228.00","69.63","108.48","1558.00","13.46","20.00","1486.00","4.15","3.80","915.00","122.73","175.84","1433.00","272.47","744.72","2733.00","1136.79","3491.54","3071.00","44.60","35.92","805.00","96.60","125.14","1295.00","31.70","21.60","681.00","61.76","44.92","727.00","17.63","17.62","999.00","34.16","28.90","846.00","286.46","274.09","957.00","1423.25","3765.63","2646.00","58.67","130.74","2228.00","10.89","21.57","1981.00","15.24","9.34","613.00","0.83","0.32","382.00","123.86","125.96","1017.00","2.25","2.70","1201.00","94.27","137.68","1460.00","1.94","1.61","828.00","0.90","0.66","736.00","308.86","430.59","1394.00","58.84","5000.63","84987.00","115.25","290.24","428.00","5.83","91.76","2833.00","0.23","2.27","1784.00","6.06","94.03","2793.00"
"2024-25","Kharif","434.66","1227.72","2825.00","","","","84.61","248.08","2932.00","","","","14.42","17.37","1204.00","68.38","99.78","1459.00","12.48","19.77","1584.00","4.55","4.56","1001.00","99.83","141.48","1417.00","184.44","389.56","2112.00","619.10","1617.28","2612.00","43.36","36.24","836.00","","","","21.81","13.41","615.00","34.14","17.74","520.00","","","","16.75","9.93","593.00","116.06","77.33","666.00","735.16","1694.60","2305.00","50.05","104.12","2080.00","9.65","17.86","1852.00","10.39","4.44","427.00","1.01","0.40","394.00","129.52","152.68","1179.00","0.78","0.72","925.00","","","","","","","","","","201.40","280.23","1391.00","54.50","4546.11","83416.00","114.84","297.24","440.00","5.44","84.88","2807.00","0.30","3.13","1864.00","5.74","88.02","2758.00"
"2024-25","Rabi","44.73","161.29","3606.00","328.04","1179.45","3595.00","27.80","147.53","5306.00","6.08","19.19","3159.00","25.17","31.87","1266.00","","","","","","","","","","25.17","31.87","1266.00","59.05","198.60","3363.00","431.83","1539.33","3565.00","","","","91.22","111.14","1218.00","6.18","5.53","894.00","1.36","1.00","738.00","16.99","16.54","973.00","18.33","18.11","988.00","134.08","152.32","1136.00","565.91","1691.66","2989.00","3.37","6.78","2011.00","","","","0.41","0.19","467.00","","","","","","","0.81","1.21","1481.00","86.57","126.67","1463.00","1.69","1.12","666.00","0.64","0.43","672.00","93.49","136.40","1459.00","","","","","","","","","","","","","","",""
"2024-25","Summer","33.28","112.84","3391.00","","","","8.50","38.47","4528.00","","","","0.36","0.30","842.00","5.20","12.27","2361.00","","","","","","","5.56","12.57","2263.00","14.05","51.05","3632.00","47.33","163.88","3462.00","","","","","","","3.58","3.48","974.00","23.49","23.70","1009.00","","","","","","","27.07","27.18","1004.00","74.40","191.06","2568.00","4.20","8.52","2029.00","","","","4.96","4.31","867.00","","","","","","","0.35","0.43","1241.00","","","","","","","","","","9.51","13.26","1394.00","","","","","","","","","","","","","","",""
"2024-25","Total","512.67","1501.84","2929.00","328.04","1179.45","3595.00","120.91","434.09","3590.00","6.08","19.19","3159.00","39.95","49.55","1240.00","73.57","112.05","1523.00","12.48","19.77","1584.00","4.55","4.56","1001.00","130.56","185.92","1424.00","257.55","639.21","2482.00","1098.26","3320.50","3023.00","43.36","36.24","836.00","91.22","111.14","1218.00","31.57","22.42","710.00","58.99","42.44","719.00","16.99","16.54","973.00","35.08","28.04","799.00","277.20","256.83","926.00","1375.46","3577.32","2601.00","57.62","119.42","2073.00","9.65","17.86","1852.00","15.76","8.93","567.00","1.01","0.40","394.00","129.52","152.68","1179.00","1.94","2.36","1214.00","86.57","126.67","1463.00","1.69","1.12","666.00","0.64","0.43","672.00","304.40","429.89","1412.00","54.50","4546.11","83416.00","114.84","297.24","440.00","5.44","84.88","2807.00","0.30","3.13","1864.00","5.74","88.02","2758.00"
"2023-24","Kharif","407.34","1132.59","2780.00","","","","83.29","222.45","2671.00","","","","12.89","15.09","1170.00","69.66","96.63","1387.00","12.15","16.70","1375.00","4.80","4.49","935.00","99.50","132.90","1336.00","182.79","355.35","1944.00","590.13","1487.94","2521.00","41.31","34.17","827.00","","","","26.81","16.04","598.00","31.74","11.54","364.00","","","","16.40","7.99","487.00","116.25","69.74","600.00","706.39","1557.68","2205.00","40.44","86.60","2142.00","10.41","19.59","1881.00","10.08","3.95","392.00","0.83","0.27","323.00","132.55","130.62","985.00","0.67","0.60","894.00","","","","","","","","","","194.98","241.62","1239.00","57.40","4531.58","78953.00","126.88","325.22","436.00","5.98","92.52","2783.00","0.39","4.41","2033.00","6.37","96.92","2737.00"
"2023-24","Rabi","40.76","146.01","3582.00","318.33","1132.92","3559.00","21.75","120.28","5529.00","5.51","16.99","3082.00","27.36","31.89","1165.00","","","","","","","","","","27.36","31.89","1165.00","54.63","169.16","3097.00","413.72","1448.09","3500.00","","","","95.87","110.39","1151.00","5.89","4.87","828.00","1.38","1.01","733.00","17.43","17.91","1028.00","16.82","17.78","1057.00","137.39","151.97","1106.00","551.11","1600.06","2903.00","3.42","7.55","2208.00","","","","0.49","0.28","559.00","","","","","","","0.53","0.74","1397.00","91.83","132.59","1444.00","1.75","1.13","644.00","0.65","0.50","768.00","98.68","142.78","1447.00","","","","","","","","","","","","","","",""
"2023-24","Summer","30.18","99.65","3302.00","","","","7.37","33.92","4603.00","","","","0.51","0.40","789.00","4.08","10.53","2579.00","","","","","","","4.59","10.93","2381.00","11.96","44.85","3750.00","42.13","144.50","3429.00","","","","","","","2.66","2.28","856.00","18.74","18.47","985.00","","","","","","","21.41","20.75","969.00","63.54","165.24","2601.00","3.22","7.65","2377.00","","","","4.74","4.24","896.00","","","","","","","0.32","0.39","1247.00","","","","","","","","","","8.27","12.29","1486.00","","","","","","","","","","","","","","",""
"2023-24","Total","478.28","1378.25","2882.00","318.33","1132.92","3559.00","112.41","376.65","3351.00","5.51","16.99","3082.00","40.76","47.37","1162.00","73.75","107.16","1453.00","12.15","16.70","1375.00","4.80","4.49","935.00","131.45","175.72","1337.00","249.38","569.36","2283.00","1045.99","3080.52","2945.00","41.31","34.17","827.00","95.87","110.39","1151.00","35.36","23.19","656.00","51.87","31.03","598.00","17.43","17.91","1028.00","33.22","25.77","776.00","275.05","242.46","881.00","1321.04","3322.98","2515.00","47.07","101.80","2163.00","10.41","19.59","1881.00","15.31","8.47","553.00","0.83","0.27","323.00","132.55","130.62","985.00","1.51","1.73","1144.00","91.83","132.59","1444.00","1.75","1.13","644.00","0.65","0.50","768.00","301.92","396.69","1314.00","57.40","4531.58","78953.00","126.88","325.22","436.00","5.98","92.52","2783.00","0.39","4.41","2033.00","6.37","96.92","2737.00"
"2022-23","Kharif","404.03","1105.12","2735.00","","","","80.53","236.74","2940.00","","","","13.82","14.80","1071.00","71.72","103.49","1443.00","11.63","16.91","1454.00","4.28","3.84","898.00","101.46","139.04","1370.00","181.99","375.78","2065.00","586.01","1480.90","2527.00","40.68","33.12","814.00","","","","30.98","17.68","571.00","34.86","17.18","493.00","","","","14.42","8.24","571.00","120.95","76.21","630.00","706.96","1557.11","2203.00","42.63","85.62","2009.00","10.19","19.80","1942.00","10.43","3.92","375.00","0.88","0.29","325.00","130.84","149.85","1145.00","2.18","2.04","933.00","","","","","","","","","","197.15","261.50","1326.00","58.85","4905.33","83349.00","129.27","336.60","443.00","6.19","89.89","2614.00","0.39","4.03","1871.00","6.58","93.92","2570.00"
"2022-23","Rabi","43.28","150.04","3467.00","314.01","1105.54","3521.00","21.83","116.90","5355.00","6.28","19.13","3044.00","21.37","23.22","1086.00","","","","","","","","","","21.37","23.22","1086.00","49.48","159.25","3218.00","406.77","1414.82","3478.00","","","","104.71","122.67","1172.00","6.41","6.33","988.00","1.50","1.10","730.00","16.37","15.59","952.00","17.34","17.90","1032.00","146.33","163.58","1118.00","553.10","1578.41","2854.00","4.21","11.03","2619.00","","","","0.53","0.31","592.00","","","","","","","1.10","1.17","1061.00","88.52","126.43","1428.00","2.39","1.67","698.00","1.09","0.90","826.00","97.83","141.51","1446.00","","","","","","","","","","","","","","",""
"2022-23","Summer","31.01","102.40","3302.00","","","","5.08","27.21","5361.00","","","","0.16","0.13","811.00","4.00","10.82","2705.00","","","","","","","4.16","10.95","2634.00","9.24","38.17","4133.00","40.24","140.56","3493.00","","","","","","","2.63","2.30","875.00","19.10","18.48","968.00","","","","","","","21.73","20.79","957.00","61.97","161.35","2603.00","2.77","6.32","2279.00","","","","4.27","3.79","888.00","","","","","","","0.36","0.43","1181.00","","","","","","","","","","7.41","10.54","1423.00","","","","","","","","","","","","","","",""
"2022-23","Total","478.32","1357.55","2838.00","314.01","1105.54","3521.00","107.44","380.85","3545.00","6.28","19.13","3044.00","35.35","38.14","1079.00","75.72","114.31","1510.00","11.63","16.91","1454.00","4.28","3.84","898.00","126.98","173.21","1364.00","240.70","573.19","2381.00","1033.03","3036.28","2939.00","40.68","33.12","814.00","104.71","122.67","1172.00","40.02","26.31","657.00","55.46","36.76","663.00","16.37","15.59","952.00","31.77","26.14","823.00","289.01","260.58","902.00","1322.04","3296.87","2494.00","49.61","102.97","2075.00","10.19","19.80","1942.00","15.23","8.02","527.00","0.88","0.29","325.00","130.84","149.85","1145.00","3.64","3.63","996.00","88.52","126.43","1428.00","2.39","1.67","698.00","1.09","0.90","826.00","302.39","413.55","1368.00","58.85","4905.33","83349.00","129.27","336.60","443.00","6.19","89.89","2614.00","0.39","4.03","1871.00","6.58","93.92","2570.00"
"2021-22","Kharif","410.38","1110.01","2705.00","","","","77.85","226.81","2914.00","","","","14.66","15.98","1090.00","68.41","97.81","1430.00","12.18","17.01","1396.00","4.29","3.67","857.00","99.55","134.47","1351.00","177.39","361.28","2037.00","587.77","1471.29","2503.00","49.00","42.20","861.00","","","","36.25","18.65","515.00","38.43","14.80","385.00","","","","17.51","6.69","382.00","141.19","82.35","583.00","728.96","1553.64","2131.00","49.13","84.34","1717.00","8.31","16.19","1948.00","16.27","7.89","485.00","0.97","0.33","337.00","121.47","129.87","1069.00","1.38","1.11","802.00","","","","","","","","","","197.53","239.72","1214.00","51.75","4394.25","84906.00","123.72","311.18","428.00","6.29","97.62","2793.00","0.38","3.87","1831.00","6.67","101.49","2738.00"
"2021-22","Rabi","52.40","184.71","3525.00","304.59","1077.42","3537.00","21.73","110.49","5084.00","4.53","13.71","3025.00","23.34","25.52","1093.00","","","","","","","","","","23.34","25.52","1093.00","49.61","149.73","3018.00","406.60","1411.85","3472.00","","","","107.40","135.44","1261.00","10.09","9.11","903.00","17.08","16.86","987.00","14.12","12.69","899.00","17.44","16.58","951.00","166.12","190.67","1148.00","572.72","1602.52","2798.00","7.92","17.01","2147.00","","","","","","","","","","","","","1.33","1.39","1048.00","79.91","119.63","1497.00","1.97","1.26","642.00","0.79","0.61","777.00","91.92","139.91","1522.00","","","","","","","","","","","","","","",""
"2021-22","Total","462.79","1294.71","2798.00","304.59","1077.42","3537.00","99.58","337.30","3387.00","4.53","13.71","3025.00","38.01","41.51","1092.00","68.41","97.81","1430.00","12.18","17.01","1396.00","4.29","3.67","857.00","122.89","160.00","1302.00","227.00","511.01","2251.00","994.37","2883.14","2899.00","49.00","42.20","861.00","107.40","135.44","1261.00","46.33","27.76","599.00","55.51","31.66","570.00","14.12","12.69","899.00","34.95","23.27","666.00","307.31","273.02","888.00","1301.69","3156.16","2425.00","57.05","101.35","1777.00","8.31","16.19","1948.00","16.27","7.89","485.00","0.97","0.33","337.00","121.47","129.87","1069.00","2.71","2.50","923.00","79.91","119.63","1497.00","1.97","1.26","642.00","0.79","0.61","777.00","289.45","379.63","1312.00","51.75","4394.25","84906.00","123.72","311.18","428.00","6.29","97.62","2793.00","0.38","3.87","1831.00","6.67","101.49","2738.00"
"2020-21","Kharif","403.58","1052.08","2607.00","","","","77.55","215.55","2779.00","","","","16.42","19.86","1210.00","76.52","108.63","1420.00","11.59","19.98","1724.00","4.44","3.47","781.00","108.98","151.95","1394.00","186.53","367.50","1970.00","590.11","1419.58","2406.00","47.24","43.16","914.00","","","","32.13","15.07","469.00","38.22","19.96","522.00","","","","16.71","7.99","478.00","134.30","86.18","642.00","724.42","1505.76","2079.00","51.71","85.28","1649.00","8.87","16.47","1856.00","17.23","8.17","474.00","1.34","0.42","317.00","129.18","126.10","976.00","0.99","0.78","785.00","","","","","","","","","","209.33","237.23","1133.00","48.51","4053.99","83566.00","132.86","352.48","451.00","6.22","89.53","2591.00","0.41","4.02","1782.00","6.62","93.54","2542.00"
"2020-21","Rabi","54.11","191.60","3541.00","311.25","1095.86","3521.00","21.37","100.92","4723.00","5.92","16.56","2796.00","27.36","28.26","1033.00","","","","","","","","","","27.36","28.26","1033.00","54.65","145.74","2667.00","420.00","1433.21","3412.00","","","","99.96","119.11","1192.00","9.30","7.23","778.00","13.08","10.89","833.00","14.68","14.94","1017.00","16.51","16.28","986.00","153.53","168.45","1097.00","573.53","1601.65","2793.00","8.43","17.16","2034.00","","","","","","","","","","","","","1.27","1.51","1187.00","67.00","102.10","1524.00","1.75","1.11","637.00","0.56","0.36","640.00","79.01","122.24","1547.00","","","","","","","","","","","","","","",""
"2020-21","Total","457.69","1243.68","2717.00","311.25","1095.86","3521.00","98.92","316.47","3199.00","5.92","16.56","2796.00","43.78","48.12","1099.00","76.52","108.63","1420.00","11.59","19.98","1724.00","4.44","3.47","781.00","136.33","180.21","1322.00","241.18","513.24","2128.00","1010.12","2852.79","2824.00","47.24","43.16","914.00","99.96","119.11","1192.00","41.43","22.30","538.00","51.30","30.85","601.00","14.68","14.94","1017.00","33.22","24.27","731.00","287.83","254.63","885.00","1297.95","3107.42","2394.00","60.15","102.44","1703.00","8.87","16.47","1856.00","17.23","8.17","474.00","1.34","0.42","317.00","129.18","126.10","976.00","2.26","2.28","1011.00","67.00","102.10","1524.00","1.75","1.11","637.00","0.56","0.36","640.00","288.34","359.46","1247.00","48.51","4053.99","83566.00","132.86","352.48","451.00","6.22","89.53","2591.00","0.41","4.02","1782.00","6.62","93.54","2542.00"
"2019-20","Kharif","390.13","1022.77","2622.00","","","","75.53","194.29","2572.00","","","","17.55","16.97","967.00","75.43","103.63","1374.00","10.04","17.55","1747.00","4.58","3.71","809.00","107.61","141.85","1318.00","183.14","336.15","1836.00","573.27","1358.91","2370.00","45.32","38.92","859.00","","","","37.02","13.30","359.00","35.21","18.26","519.00","","","","17.80","8.73","491.00","135.35","79.21","585.00","708.62","1438.12","2029.00","41.60","83.89","2016.00","10.46","18.42","1761.00","16.23","6.57","405.00","1.36","0.41","303.00","121.93","112.26","921.00","1.25","0.92","731.00","","","","","","","","","","192.84","222.47","1154.00","46.03","3705.00","80497.00","134.77","360.65","455.00","6.28","94.46","2706.00","0.45","4.31","1728.00","6.73","98.77","2641.00"
"2019-20","Rabi","46.49","165.94","3569.00","313.57","1078.61","3440.00","20.16","93.37","4631.00","5.90","17.22","2920.00","30.69","30.75","1002.00","","","","","","","","","","30.69","30.75","1002.00","56.74","141.34","2491.00","416.81","1385.88","3325.00","","","","96.99","110.78","1142.00","8.32","7.52","904.00","10.59","6.83","645.00","13.03","11.03","847.00","15.60","14.89","954.00","144.52","151.04","1045.00","561.33","1536.92","2738.00","6.65","15.63","2352.00","","","","","","","","","","","","","1.03","1.21","1174.00","68.56","91.24","1331.00","1.80","1.21","671.00","0.52","0.44","843.00","78.56","109.72","1397.00","","","","","","","","","","","","","","",""
"2019-20","Total","436.62","1188.70","2722.00","313.57","1078.61","3440.00","95.69","287.66","3006.00","5.90","17.22","2920.00","48.24","47.72","989.00","75.43","103.63","1374.00","10.04","17.55","1747.00","4.58","3.71","809.00","138.29","172.61","1248.00","239.88","477.48","1991.00","990.07","2744.79","2772.00","45.32","38.92","859.00","96.99","110.78","1142.00","45.33","20.81","459.00","45.81","25.09","548.00","13.03","11.03","847.00","33.40","23.62","707.00","279.87","230.25","823.00","1269.95","2975.04","2343.00","48.25","99.52","2063.00","10.46","18.42","1761.00","16.23","6.57","405.00","1.36","0.41","303.00","121.93","112.26","921.00","2.28","2.13","931.00","68.56","91.24","1331.00","1.80","1.21","671.00","0.52","0.44","843.00","271.39","332.19","1224.00","46.03","3705.00","80497.00","134.77","360.65","455.00","6.28","94.46","2706.00","0.45","4.31","1728.00","6.73","98.77","2641.00"
"2018-19","Kharif","399.64","1020.40","2553.00","","","","73.31","194.14","2648.00","","","","17.55","17.35","989.00","71.05","86.64","1219.00","8.91","12.39","1390.00","4.54","3.33","734.00","102.04","119.71","1173.00","175.35","313.84","1790.00","574.99","1334.24","2320.00","45.50","33.15","729.00","","","","47.26","23.63","500.00","38.32","17.84","466.00","","","","17.22","6.29","365.00","148.30","80.91","546.00","723.29","1415.16","1957.00","41.32","53.87","1304.00","7.51","11.97","1593.00","14.20","6.89","485.00","1.56","0.45","290.00","111.31","132.68","1192.00","1.18","0.90","766.00","","","","","","","","","","177.09","206.76","1168.00","50.61","4054.16","80105.00","126.14","280.42","378.00","6.65","94.97","2569.00","0.40","3.23","1471.00","7.05","98.20","2508.00"
"2018-19","Rabi","41.92","144.38","3444.00","293.19","1035.96","3533.00","16.97","83.02","4893.00","5.76","16.33","2837.00","23.39","17.40","744.00","","","","","","","","","","23.39","17.40","744.00","46.11","116.75","2532.00","381.22","1297.09","3403.00","","","","95.44","99.38","1041.00","8.77","6.97","796.00","9.23","6.71","727.00","13.63","12.28","901.00","16.17","14.50","897.00","143.24","139.85","976.00","524.45","1436.93","2740.00","5.99","13.40","2238.00","","","","","","","","","","","","","1.44","1.26","874.00","61.24","92.56","1511.00","1.73","0.99","574.00","0.46","0.25","537.00","70.85","108.46","1531.00","","","","","","","","","","","","","","",""
"2018-19","Total","441.56","1164.78","2638.00","293.19","1035.96","3533.00","90.27","277.15","3070.00","5.76","16.33","2837.00","40.93","34.75","849.00","71.05","86.64","1219.00","8.91","12.39","1390.00","4.54","3.33","734.00","125.43","137.11","1093.00","221.46","430.59","1944.00","956.21","2631.33","2752.00","45.50","33.15","729.00","95.44","99.38","1041.00","56.02","30.60","546.00","47.55","24.55","516.00","13.63","12.28","901.00","33.39","20.79","623.00","291.53","220.76","757.00","1247.74","2852.09","2286.00","47.31","67.27","1422.00","7.51","11.97","1593.00","14.20","6.89","485.00","1.56","0.45","290.00","111.31","132.68","1192.00","2.62","2.16","826.00","61.24","92.56","1511.00","1.73","0.99","574.00","0.46","0.25","537.00","247.94","315.22","1271.00","50.61","4054.16","80105.00","126.14","280.42","378.00","6.65","94.97","2569.00","0.40","3.23","1471.00","7.05","98.20","2508.00"
"2017-18","Kharif","393.49","971.35","2469.00","","","","74.34","201.18","2706.00","","","","20.60","22.74","1104.00","74.81","92.09","1231.00","11.94","19.85","1662.00","5.46","4.39","804.00","112.81","139.07","1233.00","187.15","340.25","1818.00","580.64","1311.60","2259.00","44.38","42.90","967.00","","","","43.50","27.51","632.00","32.59","14.33","440.00","","","","18.85","8.31","441.00","139.33","93.06","668.00","719.97","1404.66","1951.00","41.42","75.95","1834.00","8.24","15.68","1902.00","15.80","7.55","478.00","2.18","0.70","321.00","103.29","109.33","1058.00","1.35","0.85","627.00","","","","","","","","","","172.28","210.06","1219.00","47.37","3799.05","80198.00","125.86","328.05","443.00","6.86","95.91","2517.00","0.56","4.42","1420.00","7.42","100.33","2435.00"
"2017-18","Rabi","44.25","156.22","3531.00","296.51","998.70","3368.00","19.46","86.34","4436.00","6.61","17.81","2695.00","29.65","25.30","853.00","","","","","","","","","","29.65","25.30","853.00","55.72","129.45","2323.00","396.47","1284.37","3239.00","","","","105.60","113.79","1078.00","9.29","7.41","798.00","9.83","5.90","600.00","15.49","16.22","1047.00","18.58","17.78","957.00","158.80","161.10","1015.00","555.27","1445.47","2603.00","7.46","16.57","2222.00","","","","","","","","","","","","","1.48","1.37","924.00","59.77","84.30","1410.00","3.26","1.74","533.00","0.82","0.55","673.00","72.79","104.53","1436.00","","","","","","","","","","","","","","",""
"2017-18","Total","437.74","1127.58","2576.00","296.51","998.70","3368.00","93.80","287.53","3065.00","6.61","17.81","2695.00","50.24","48.03","956.00","74.81","92.09","1231.00","11.94","19.85","1662.00","5.46","4.39","804.00","142.46","164.36","1154.00","242.86","469.70","1934.00","977.11","2595.97","2657.00","44.38","42.90","967.00","105.60","113.79","1078.00","52.79","34.92","662.00","42.42","20.23","477.00","15.49","16.22","1047.00","37.44","26.10","697.00","298.13","254.16","853.00","1275.24","2850.14","2235.00","48.88","92.53","1893.00","8.24","15.68","1902.00","15.80","7.55","478.00","2.18","0.70","321.00","103.29","109.33","1058.00","2.84","2.22","782.00","59.77","84.30","1410.00","3.26","1.74","533.00","0.82","0.55","673.00","245.08","314.59","1284.00","47.37","3799.05","80198.00","125.86","328.05","443.00","6.86","95.91","2517.00","0.56","4.42","1420.00","7.42","100.33","2435.00"
"2016-17","Kharif","398.46","963.03","2417.00","","","","78.42","189.19","2413.00","","","","20.59","19.64","954.00","74.59","97.30","1305.00","10.16","13.85","1363.00","6.19","4.42","714.00","111.53","135.21","1212.00","189.95","324.40","1708.00","588.41","1287.43","2188.00","53.38","48.73","913.00","","","","34.78","21.76","626.00","33.70","16.43","488.00","","","","21.78","8.89","408.00","143.63","95.82","667.00","732.04","1383.25","1890.00","45.78","60.48","1321.00","8.08","13.76","1704.00","16.67","7.47","448.00","2.56","0.85","332.00","111.83","131.59","1177.00","1.73","0.98","567.00","","","","","","","","","","186.67","215.13","1153.00","44.36","3060.69","69001.00","108.26","325.77","512.00","7.06","104.32","2660.00","0.57","5.30","1664.00","7.63","109.62","2585.00"
"2016-17","Rabi","41.48","133.96","3230.00","307.85","985.10","3200.00","17.92","69.81","3897.00","6.56","17.47","2663.00","35.65","26.04","730.00","","","","","","","","","","35.65","26.04","730.00","60.13","113.32","1885.00","409.46","1232.38","3010.00","","","","96.26","93.78","974.00","10.00","6.55","656.00","9.57","5.22","546.00","14.61","12.24","838.00","20.39","17.68","867.00","150.83","135.47","898.00","560.29","1367.84","2441.00","7.60","14.14","1861.00","","","","","","","","","","","","","2.08","1.53","737.00","60.74","79.17","1304.00","3.25","1.84","567.00","1.44","0.94","651.00","75.11","97.62","1300.00","","","","","","","","","","","","","","",""
"2016-17","Total","439.93","1096.98","2494.00","307.85","985.10","3200.00","96.33","259.00","2689.00","6.56","17.47","2663.00","56.24","45.68","812.00","74.59","97.30","1305.00","10.16","13.85","1363.00","6.19","4.42","714.00","147.18","161.25","1096.00","250.08","437.72","1750.00","997.86","2519.81","2525.00","53.38","48.73","913.00","96.26","93.78","974.00","44.78","28.32","632.00","43.27","21.65","500.00","14.61","12.24","838.00","42.17","26.57","630.00","294.47","231.29","785.00","1292.33","2751.10","2129.00","53.38","74.62","1398.00","8.08","13.76","1704.00","16.67","7.47","448.00","2.56","0.85","332.00","111.83","131.59","1177.00","3.81","2.51","660.00","60.74","79.17","1304.00","3.25","1.84","567.00","1.44","0.94","651.00","261.77","312.76","1195.00","44.36","3060.69","69001.00","108.26","325.77","512.00","7.06","104.32","2660.00","0.57","5.30","1664.00","7.63","109.62","2585.00"
"2015-16","Kharif","396.56","914.13","2305.00","","","","71.80","160.53","2236.00","","","","21.38","18.16","850.00","71.29","80.67","1132.00","11.38","18.22","1601.00","6.50","3.91","602.00","110.55","120.96","1094.00","182.35","281.49","1544.00","578.91","1195.62","2065.00","39.63","25.61","646.00","","","","27.24","12.50","459.00","27.56","10.00","363.00","","","","18.70","7.20","385.00","113.14","55.30","489.00","692.05","1250.92","1808.00","38.38","53.68","1399.00","10.61","17.52","1652.00","19.51","8.50","436.00","2.52","0.74","295.00","116.05","85.70","738.00","1.57","0.66","421.00","","","","","","","","","","188.63","166.80","884.00","49.27","3484.48","70720.00","122.92","300.05","415.00","7.28","99.40","2457.00","0.54","5.83","1945.00","7.82","105.24","2421.00"
