"Year","Season","Rice-Area","Rice-Production","Rice-Yield","Wheat-Area","Wheat-Production","Wheat-Yield","Maize-Area","Maize-Production","Maize-Yield","Barley-Area","Barley-Production","Barley-Yield","Jowar-Area","Jowar-Production","Jowar-Yield","Bajra-Area","Bajra-Production","Bajra-Yield","Ragi-Area","Ragi-Production","Ragi-Yield","Small Millets-Area","Small Millets-Production","Small Millets-Yield","Shree Anna /Nutri Cereals-Area","Shree Anna /Nutri Cereals-Production","Shree Anna /Nutri Cereals-Yield","Nutri/Coarse Cereals-Area","Nutri/Coarse Cereals-Production","Nutri/Coarse Cereals-Yield","Cereals-Area","Cereals-Production","Cereals-Yield","Tur-Area","Tur-Production","Tur-Yield","Gram-Area","Gram-Production","Gram-Yield","Urad-Area","Urad-Production","Urad-Yield","Moong-Area","Moong-Production","Moong-Yield","Lentil-Area","Lentil-Production","Lentil-Yield","Other Pulses-Area","Other Pulses-Production","Other Pulses-Yield","Total Pulses-Area","Total Pulses-Production","Total Pulses-Yield","Total Food Grains-Area","Total Food Grains-Production","Total Food Grains-Yield","Groundnut-Area","Groundnut-Production","Groundnut-Yield","Castorseed-Area","Castorseed-Production","Castorseed-Yield","Sesamum-Area","Sesamum-Production","Sesamum-Yield","Nigerseed-Area","Nigerseed-Production","Nigerseed-Yield","Soybean-Area","Soybean-Production","Soybean-Yield","Sunflower-Area","Sunflower-Production","Sunflower-Yield","Rapeseed & Mustard-Area","Rapeseed & Mustard-Production","Rapeseed & Mustard-Yield","Linseed-Area","Linseed-Production","Linseed-Yield","Safflower-Area","Safflower-Production","Safflower-Yield","Total Oil Seeds-Area","Total Oil Seeds-Production","Total Oil Seeds-Yield","Sugarcane-Area","Sugarcane-Production","Sugarcane-Yield","Cotton-Area","Cotton-Production","Cotton-Yield","Jute-Area","Jute-Production","Jute-Yield","Mesta-Area","Mesta-Production","Mesta-Yield","Jute & Mesta-Area","Jute & Mesta-Production","Jute & Mesta-Yield"
"1981-82","Rabi","18.16","40.03","2204.00","221.44","374.52","1691.00","0.00","0.00","0.00","17.28","19.93","1153.00","61.22","32.92","538.00","","","","","","","","","","61.22","32.92","538.00","78.50","52.84","673.00","318.10","467.39","1469.00","","","","78.68","46.42","590.00","7.36","3.10","421.00","10.25","5.05","493.00","9.45","4.97","525.00","27.18","11.76","433.00","132.93","71.30","536.00","451.03","538.70","1194.00","10.56","17.03","1613.00","","","","","","","","","","","","","1.13","0.64","564.00","43.99","23.82","541.00","18.20","4.83","265.00","7.49","4.22","563.00","81.37","50.52","621.00","","","","","","","","","","","","","","",""
"1981-82","Total","407.08","532.48","1308.00","221.44","374.52","1691.00","59.35","68.97","1162.00","17.28","19.93","1153.00","165.99","120.62","727.00","117.84","55.37","470.00","26.10","29.61","1134.00","37.86","16.38","433.00","347.79","221.98","638.00","424.42","310.88","732.00","1052.94","1217.88","1157.00","30.05","22.37","744.00","78.68","46.42","590.00","27.76","10.10","364.00","26.22","9.99","381.00","9.45","4.97","525.00","65.17","20.74","318.00","237.33","114.59","483.00","1290.27","1332.46","1033.00","74.30","72.23","972.00","5.58","3.10","556.00","25.93","5.90","228.00","6.04","1.60","265.00","4.75","3.52","741.00","2.82","1.59","564.00","43.99","23.82","541.00","18.20","4.83","265.00","7.49","4.22","563.00","189.08","120.80","639.00","31.93","1863.58","58359.00","80.57","78.84","166.00","8.26","67.88","1480.00","3.24","15.83","880.00","11.49","83.70","1311.00"
"1980-81","Kharif","384.41","500.90","1303.00","","","","60.05","69.57","1159.00","","","","101.81","75.03","737.00","116.57","53.43","458.00","25.25","24.20","958.00","39.76","15.75","396.00","283.40","168.41","594.00","343.44","237.98","693.00","727.86","738.87","1015.00","28.42","19.57","689.00","","","","20.71","6.08","294.00","15.80","4.08","258.00","","","","39.17","7.85","200.00","104.10","37.58","361.00","831.95","776.45","933.00","59.08","37.14","629.00","4.98","2.05","413.00","24.72","4.46","180.00","5.99","1.46","244.00","6.08","4.42","728.00","1.19","0.66","555.00","","","","","","","","","","102.03","50.20","492.00","26.67","1542.48","57844.00","78.23","70.10","152.00","9.41","65.08","1245.00","3.59","16.52","828.00","13.00","81.60","1130.00"
"1980-81","Rabi","17.10","35.42","2071.00","222.79","363.13","1630.00","0.00","0.00","0.00","18.07","22.93","1269.00","56.28","29.27","520.00","","","","","","","","","","56.28","29.27","520.00","74.35","52.20","702.00","314.24","450.75","1434.00","","","","65.85","43.28","657.00","7.59","3.51","463.00","10.18","5.13","504.00","9.35","4.65","498.00","27.38","12.09","441.00","120.35","68.66","571.00","434.59","519.41","1195.00","8.94","12.91","1444.00","","","","","","","","","","","","","","","","41.13","23.04","560.00","16.73","4.23","253.00","7.20","3.35","465.00","74.00","43.53","588.00","","","","","","","","","","","","","","",""
"1980-81","Total","401.52","536.31","1336.00","222.79","363.13","1630.00","60.05","69.57","1159.00","18.07","22.93","1269.00","158.09","104.31","660.00","116.57","53.43","458.00","25.25","24.20","958.00","39.76","15.75","396.00","339.68","197.68","582.00","417.80","290.18","695.00","1042.10","1189.62","1142.00","28.42","19.57","689.00","65.85","43.28","657.00","28.30","9.59","339.00","25.98","9.21","355.00","9.35","4.65","498.00","66.55","19.93","299.00","224.45","106.24","473.00","1266.55","1295.86","1023.00","68.01","50.05","736.00","4.98","2.05","413.00","24.72","4.46","180.00","5.99","1.46","244.00","6.08","4.42","728.00","1.19","0.66","555.00","41.13","23.04","560.00","16.73","4.23","253.00","7.20","3.35","465.00","176.03","93.73","532.00","26.67","1542.48","57844.00","78.23","70.10","152.00","9.41","65.08","1245.00","3.59","16.52","828.00","13.00","81.60","1130.00"
"1979-80","Kharif","375.98","384.86","1024.00","","","","57.21","56.03","979.00","","","","101.15","77.21","763.00","105.79","40.48","383.00","26.15","27.22","1041.00","40.02","14.25","356.00","273.11","159.15","583.00","330.32","215.18","651.00","706.30","600.04","850.00","27.31","17.57","643.00","","","","19.97","4.94","248.00","14.17","3.03","213.00","","","","40.17","7.92","197.00","101.62","33.46","329.00","807.91","633.50","784.00","64.02","47.27","738.00","4.41","2.27","516.00","23.77","3.48","146.00","5.84","1.05","181.00","4.96","2.82","568.00","0.61","0.32","519.00","","","","","","","","","","103.61","57.22","552.00","26.10","1288.33","49358.00","81.26","76.48","160.00","8.34","60.72","1310.00","3.83","18.90","888.00","12.17","79.61","1177.00"
"1979-80","Rabi","18.16","38.44","2116.00","221.72","318.30","1436.00","0.00","0.00","0.00","17.71","16.24","917.00","65.58","39.27","599.00","","","","","","","","","","65.58","39.27","599.00","83.30","55.51","666.00","323.18","412.25","1276.00","","","","69.85","33.56","481.00","7.23","2.62","363.00","9.57","3.62","378.00","8.49","3.20","377.00","25.75","9.21","358.00","120.89","52.22","432.00","444.06","464.46","1046.00","7.63","10.41","1364.00","","","","","","","","","","","","","","","","34.71","14.28","411.00","16.14","2.69","167.00","7.33","2.79","381.00","65.81","30.18","459.00","","","","","","","","","","","","","","",""
"1979-80","Total","394.14","423.30","1074.00","221.72","318.30","1436.00","57.21","56.03","979.00","17.71","16.24","917.00","166.74","116.48","699.00","105.79","40.48","383.00","26.15","27.22","1041.00","40.02","14.25","356.00","338.69","198.42","586.00","413.61","270.68","654.00","1029.47","1012.29","983.00","27.31","17.57","643.00","69.85","33.56","481.00","27.19","7.57","278.00","23.74","6.65","280.00","8.49","3.20","377.00","65.92","17.13","260.00","222.50","85.68","385.00","1251.97","1097.96","877.00","71.65","57.68","805.00","4.41","2.27","516.00","23.77","3.48","146.00","5.84","1.05","181.00","4.96","2.82","568.00","0.61","0.32","519.00","34.71","14.28","411.00","16.14","2.69","167.00","7.33","2.79","381.00","169.41","87.39","516.00","26.10","1288.33","49358.00","81.26","76.48","160.00","8.34","60.72","1310.00","3.83","18.90","888.00","12.17","79.61","1177.00"
"1978-79","Kharif","384.20","493.37","1284.00","","","","57.60","61.99","1076.00","","","","100.13","79.25","791.00","113.93","55.66","489.00","27.05","32.00","1183.00","43.97","18.94","431.00","285.08","185.86","652.00","342.68","247.85","723.00","726.88","741.22","1020.00","26.35","18.87","716.00","","","","18.31","5.59","305.00","14.83","4.05","273.00","","","","42.19","10.98","260.00","101.68","39.50","388.00","828.55","780.72","942.00","67.37","52.08","773.00","4.47","2.29","513.00","23.89","5.14","215.00","6.12","1.47","239.00","3.06","2.99","975.00","1.82","1.00","549.00","","","","","","","","","","106.73","64.96","609.00","30.88","1516.55","49114.00","81.19","79.58","167.00","8.84","64.70","1317.00","3.80","18.63","882.00","12.65","83.34","1186.00"
"1978-79","Rabi","20.62","44.37","2151.00","226.41","355.08","1568.00","0.00","0.00","0.00","18.28","21.42","1172.00","61.33","35.06","572.00","","","","","","","","","","61.33","35.06","572.00","79.61","56.48","709.00","326.64","455.92","1396.00","","","","77.08","57.39","745.00","4.43","1.67","378.00","8.53","4.19","491.00","10.06","4.46","443.00","34.76","14.61","420.00","134.87","82.31","610.00","461.51","538.24","1166.00","6.97","10.01","1437.00","","","","","","","","","","","","","","","","35.44","18.60","525.00","20.92","5.35","256.00","7.03","2.09","297.00","70.35","36.05","513.00","","","","","","","","","","","","","","",""
"1978-79","Total","404.82","537.73","1328.00","226.41","355.08","1568.00","57.60","61.99","1076.00","18.28","21.42","1172.00","161.46","114.31","708.00","113.93","55.66","489.00","27.05","32.00","1183.00","43.97","18.94","431.00","346.41","220.92","638.00","422.29","304.33","721.00","1053.52","1197.14","1136.00","26.35","18.87","716.00","77.08","57.39","745.00","22.74","7.27","320.00","23.36","8.23","352.00","10.06","4.46","443.00","76.96","25.59","333.00","236.54","121.81","515.00","1290.06","1318.95","1022.00","74.33","62.09","835.00","4.47","2.29","513.00","23.89","5.14","215.00","6.12","1.47","239.00","3.06","2.99","975.00","1.82","1.00","549.00","35.44","18.60","525.00","20.92","5.35","256.00","7.03","2.09","297.00","177.08","101.02","570.00","30.88","1516.55","49114.00","81.19","79.58","167.00","8.84","64.70","1317.00","3.80","18.63","882.00","12.65","83.34","1186.00"
"1977-78","Kharif","384.17","489.47","1274.00","","","","56.82","59.73","1051.00","","","","103.94","88.90","855.00","111.04","47.30","426.00","26.00","28.66","1102.00","45.74","20.70","453.00","286.71","185.56","647.00","343.53","245.30","714.00","727.70","734.77","1010.00","26.27","19.30","735.00","","","","17.44","6.11","350.00","14.69","4.56","310.00","","","","42.63","12.46","292.00","101.02","42.42","420.00","828.72","777.19","938.00","64.34","52.05","809.00","3.80","2.17","572.00","23.84","5.20","218.00","6.09","1.48","243.00","1.95","1.83","940.00","2.70","1.44","533.00","","","","","","","","","","102.72","64.18","625.00","31.51","1769.66","56160.00","78.66","72.43","157.00","7.97","53.61","1210.00","3.65","17.93","883.00","11.63","71.54","1108.00"
"1977-78","Rabi","18.66","37.23","1995.00","214.56","317.49","1480.00","0.00","0.00","0.00","20.01","23.11","1155.00","59.24","31.74","536.00","","","","","","","","","","59.24","31.74","536.00","79.26","54.85","692.00","312.47","409.58","1311.00","","","","79.74","54.10","678.00","4.29","1.37","319.00","7.39","3.47","469.00","8.81","3.84","436.00","33.66","14.49","430.00","133.88","77.26","577.00","446.35","486.84","1091.00","5.94","8.83","1485.00","","","","","","","","","","","","","","","","35.84","16.50","460.00","20.10","5.27","262.00","7.07","1.88","266.00","68.95","32.47","471.00","","","","","","","","","","","","","","",""
"1977-78","Total","402.83","526.70","1308.00","214.56","317.49","1480.00","56.82","59.73","1051.00","20.01","23.11","1155.00","163.18","120.64","739.00","111.04","47.30","426.00","26.00","28.66","1102.00","45.74","20.70","453.00","345.95","217.30","628.00","422.79","300.15","710.00","1040.17","1144.34","1100.00","26.27","19.30","735.00","79.74","54.10","678.00","21.72","7.47","344.00","22.09","8.03","363.00","8.81","3.84","436.00","76.29","26.95","353.00","234.90","119.68","509.00","1275.08","1264.02","991.00","70.29","60.88","866.00","3.80","2.17","572.00","23.84","5.20","218.00","6.09","1.48","243.00","1.95","1.83","940.00","2.70","1.44","533.00","35.84","16.50","460.00","20.10","5.27","262.00","7.07","1.88","266.00","171.67","96.65","563.00","31.51","1769.66","56160.00","78.66","72.43","157.00","7.97","53.61","1210.00","3.65","17.93","883.00","11.63","71.54","1108.00"
"1976-77","Kharif","371.07","392.66","1058.00","","","","60.00","63.61","1060.00","","","","100.85","73.58","730.00","107.51","58.53","544.00","24.96","20.45","819.00","46.80","17.52","374.00","280.12","170.08","607.00","340.12","233.69","687.00","711.19","626.35","881.00","25.66","17.25","672.00","","","","16.81","5.46","325.00","15.64","4.89","313.00","","","","42.53","11.30","266.00","100.64","38.91","387.00","811.83","665.26","819.00","66.62","48.25","724.00","4.96","1.79","361.00","22.79","4.22","185.00","5.68","1.13","199.00","1.25","1.23","988.00","2.55","1.39","547.00","","","","","","","","","","103.84","58.02","559.00","28.65","1530.07","53400.00","69.30","58.39","143.00","7.37","53.53","1307.00","3.52","17.46","894.00","10.89","70.99","1173.00"
"1976-77","Rabi","14.04","26.51","1888.00","209.22","290.10","1387.00","0.00","0.00","0.00","22.41","23.44","1046.00","56.86","31.66","557.00","","","","","","","","","","56.86","31.66","557.00","79.28","55.10","695.00","302.54","371.71","1229.00","","","","79.75","54.24","680.00","3.93","1.47","373.00","5.93","2.39","403.00","8.53","3.94","461.00","31.00","12.64","408.00","129.14","74.67","578.00","431.68","446.38","1034.00","3.81","4.39","1153.00","","","","","","","","","","","","","","","","31.29","15.51","496.00","18.88","4.19","222.00","6.83","2.20","322.00","60.81","26.28","432.00","","","","","","","","","","","","","","",""
"1976-77","Total","385.11","419.17","1088.00","209.22","290.10","1387.00","60.00","63.61","1060.00","22.41","23.44","1046.00","157.72","105.24","667.00","107.51","58.53","544.00","24.96","20.45","819.00","46.80","17.52","374.00","336.98","201.74","599.00","419.40","288.79","689.00","1013.72","998.06","985.00","25.66","17.25","672.00","79.75","54.24","680.00","20.74","6.93","334.00","21.57","7.28","337.00","8.53","3.94","461.00","73.53","23.94","326.00","229.78","113.58","494.00","1243.51","1111.64","894.00","70.43","52.64","747.00","4.96","1.79","361.00","22.79","4.22","185.00","5.68","1.13","199.00","1.25","1.23","988.00","2.55","1.39","547.00","31.29","15.51","496.00","18.88","4.19","222.00","6.83","2.20","322.00","164.65","84.30","512.00","28.65","1530.07","53400.00","69.30","58.39","143.00","7.37","53.53","1307.00","3.52","17.46","894.00","10.89","70.99","1173.00"
"1975-76","Kharif","374.42","447.45","1195.00","","","","60.31","72.56","1203.00","","","","102.08","69.94","685.00","115.71","57.36","496.00","26.30","27.97","1064.00","46.73","19.27","412.00","290.82","174.53","600.00","351.12","247.09","704.00","725.54","694.54","957.00","26.71","20.99","786.00","","","","","","","","","","","","","","","","26.71","20.99","786.00","752.25","715.53","951.00","72.22","67.55","935.00","3.75","1.43","381.00","21.70","4.79","221.00","6.15","1.51","245.00","","","","","","","","","","","","","","","","103.82","75.27","725.00","27.62","1406.04","50903.00","73.50","59.50","138.00","5.85","44.40","1367.00","3.30","14.74","805.00","9.14","59.14","1164.00"
"1975-76","Rabi","20.34","39.95","1964.00","204.54","288.46","1410.00","0.00","0.00","0.00","28.02","31.92","1139.00","58.84","25.10","427.00","","","","","","","","","","58.84","25.10","427.00","86.86","57.02","657.00","311.73","385.44","1236.00","","","","83.20","58.80","707.00","","","","","","","","","","134.63","50.61","376.00","217.83","109.40","502.00","529.56","494.84","934.00","","","","","","","","","","","","","","","","","","","33.39","19.36","580.00","21.19","5.98","282.00","6.74","2.38","354.00","61.32","27.72","452.00","","","","","","","","","","","","","","",""
"1975-76","Total","394.75","487.40","1235.00","204.54","288.46","1410.00","60.31","72.56","1203.00","28.02","31.92","1139.00","160.92","95.04","591.00","115.71","57.36","496.00","26.30","27.97","1064.00","46.73","19.27","412.00","349.65","199.64","571.00","437.98","304.11","694.00","1037.27","1079.98","1041.00","26.71","20.99","786.00","83.20","58.80","707.00","","","","","","","","","","134.63","50.61","376.00","244.54","130.40","533.00","1281.81","1210.37","944.00","72.22","67.55","935.00","3.75","1.43","381.00","21.70","4.79","221.00","6.15","1.51","245.00","","","","","","","33.39","19.36","580.00","21.19","5.98","282.00","6.74","2.38","354.00","165.13","102.99","624.00","27.62","1406.04","50903.00","73.50","59.50","138.00","5.85","44.40","1367.00","3.30","14.74","805.00","9.14","59.14","1164.00"
"1974-75","Kharif","359.57","359.25","999.00","","","","58.63","55.59","948.00","","","","98.84","70.26","711.00","112.58","32.72","291.00","24.64","21.36","867.00","44.66","16.16","362.00","280.72","140.49","500.00","339.35","196.08","578.00","698.92","555.34","795.00","25.29","18.44","729.00","","","","","","","","","","","","","","","","25.29","18.44","729.00","724.21","573.78","792.00","70.63","51.11","724.00","5.90","2.10","356.00","22.34","3.92","176.00","6.21","1.32","213.00","","","","","","","","","","","","","","","","105.08","58.46","556.00","28.94","1442.89","49855.00","75.62","71.56","161.00","6.64","44.71","1211.00","3.19","13.63","769.00","9.83","58.33","1068.00"
"1974-75","Rabi","19.31","36.53","1892.00","180.10","241.04","1338.00","0.00","0.00","0.00","28.85","31.35","1087.00","63.05","33.89","537.00","","","","","","","","","","63.05","33.89","537.00","91.90","65.23","710.00","291.32","342.81","1177.00","","","","70.42","40.15","570.00","","","","","","","","","","124.54","41.64","334.00","194.96","81.79","420.00","486.27","424.60","873.00","","","","","","","","","","","","","","","","","","","36.80","22.52","612.00","20.71","5.64","272.00","6.48","2.12","327.00","63.99","30.27","473.00","","","","","","","","","","","","","","",""
"1974-75","Total","378.88","395.79","1045.00","180.10","241.04","1338.00","58.63","55.59","948.00","28.85","31.35","1087.00","161.89","104.14","643.00","112.58","32.72","291.00","24.64","21.36","867.00","44.66","16.16","362.00","343.77","174.38","507.00","431.25","261.32","606.00","990.24","898.15","907.00","25.29","18.44","729.00","70.42","40.15","570.00","","","","","","","","","","124.54","41.64","334.00","220.24","100.23","455.00","1210.48","998.37","825.00","70.63","51.11","724.00","5.90","2.10","356.00","22.34","3.92","176.00","6.21","1.32","213.00","","","","","","","36.80","22.52","612.00","20.71","5.64","272.00","6.48","2.12","327.00","169.07","88.73","525.00","28.94","1442.89","49855.00","75.62","71.56","161.00","6.64","44.71","1211.00","3.19","13.63","769.00","9.83","58.33","1068.00"
"1973-74","Kharif","364.87","409.04","1121.00","","","","60.15","58.04","965.00","","","","106.67","59.52","558.00","139.33","75.19","540.00","23.60","20.72","878.00","45.67","19.69","431.00","315.28","175.12","555.00","375.43","233.15","621.00","740.31","642.19","867.00","26.46","14.08","532.00","","","","","","","","","","","","","","","","26.46","14.08","532.00","766.77","656.27","856.00","70.24","59.32","845.00","5.47","2.29","419.00","23.86","4.84","203.00","5.52","1.36","246.00","","","","","","","","","","","","","","","","105.08","67.81","645.00","27.52","1408.05","51163.00","75.74","63.09","142.00","7.93","62.20","1412.00","3.70","14.56","708.00","11.63","76.77","1188.00"
"1973-74","Rabi","17.98","31.47","1750.00","185.83","217.78","1172.00","0.00","0.00","0.00","26.48","23.71","895.00","60.49","31.45","520.00","","","","","","","","","","60.49","31.45","520.00","86.97","55.16","634.00","290.79","304.41","1047.00","","","","77.61","40.99","528.00","","","","","","","","","","130.20","45.00","346.00","207.81","85.99","414.00","498.59","390.40","783.00","","","","","","","","","","","","","","","","","","","34.57","17.04","493.00","20.38","5.04","247.00","6.14","1.91","311.00","61.09","23.99","393.00","","","","","","","","","","","","","","",""
"1973-74","Total","382.85","440.51","1151.00","185.83","217.78","1172.00","60.15","58.04","965.00","26.48","23.71","895.00","167.16","90.97","544.00","139.33","75.19","540.00","23.60","20.72","878.00","45.67","19.69","431.00","375.77","206.57","550.00","462.40","288.31","624.00","1031.09","946.60","918.00","26.46","14.08","532.00","77.61","40.99","528.00","","","","","","","","","","130.20","45.00","346.00","234.27","100.08","427.00","1265.36","1046.67","827.00","70.24","59.32","845.00","5.47","2.29","419.00","23.86","4.84","203.00","5.52","1.36","246.00","","","","","","","34.57","17.04","493.00","20.38","5.04","247.00","6.14","1.91","311.00","166.17","91.81","552.00","27.52","1408.05","51163.00","75.74","63.09","142.00","7.93","62.20","1412.00","3.70","14.56","708.00","11.63","76.77","1188.00"
"1972-73","Kharif","350.75","363.25","1036.00","","","","58.38","63.89","1094.00","","","","102.03","53.47","524.00","118.17","39.29","333.00","23.29","19.23","826.00","42.65","15.52","364.00","286.14","127.51","446.00","344.52","191.40","556.00","695.27","554.64","798.00","24.24","19.28","795.00","","","","","","","","","","","","","","","","24.24","19.28","795.00","719.51","573.92","798.00","69.90","40.92","585.00","4.26","1.45","341.00","22.88","3.85","168.00","4.67","0.93","198.00","","","","","","","","","","","","","","","","101.72","47.15","464.00","24.52","1248.67","50933.00","76.79","57.35","127.00","7.00","49.78","1280.00","2.93","11.12","684.00","9.93","60.90","1104.00"
"1972-73","Rabi","16.13","29.21","1811.00","194.64","247.35","1271.00","0.00","0.00","0.00","24.49","23.79","971.00","53.10","16.21","305.00","","","","","","","","","","53.10","16.21","305.00","77.59","40.00","516.00","288.35","316.55","1098.00","","","","69.68","45.37","651.00","","","","","","","","","","115.24","34.42","299.00","184.91","79.79","432.00","473.26","396.34","837.00","","","","","","","","","","","","","","","","","","","33.19","18.08","545.00","17.26","4.28","248.00","4.23","0.82","193.00","54.68","23.18","424.00","","","","","","","","","","","","","","",""
"1972-73","Total","366.88","392.45","1070.00","194.64","247.35","1271.00","58.38","63.89","1094.00","24.49","23.79","971.00","155.13","69.68","449.00","118.17","39.29","333.00","23.29","19.23","826.00","42.65","15.52","364.00","339.24","143.72","424.00","422.11","231.40","548.00","983.62","871.20","886.00","24.24","19.28","795.00","69.68","45.37","651.00","","","","","","","","","","115.24","34.42","299.00","209.15","99.07","474.00","1192.77","970.26","813.00","69.90","40.92","585.00","4.26","1.45","341.00","22.88","3.85","168.00","4.67","0.93","198.00","","","","","","","33.19","18.08","545.00","17.26","4.28","248.00","4.23","0.82","193.00","156.39","70.33","450.00","24.52","1248.67","50933.00","76.79","57.35","127.00","7.00","49.78","1280.00","2.93","11.12","684.00","9.93","60.90","1104.00"
"1971-72","Kharif","360.87","399.93","1108.00","","","","56.68","51.01","900.00","","","","98.72","53.61","543.00","117.73","53.19","452.00","24.25","22.09","911.00","44.77","16.69","373.00","285.48","145.58","510.00","342.15","196.59","575.00","703.02","596.51","848.00","23.46","16.83","718.00","","","","","","","","","","","","","","","","23.46","16.83","718.00","726.48","613.34","844.00","75.10","61.81","823.00","4.53","1.54","340.00","23.92","4.50","188.00","4.94","1.16","235.00","","","","","","","","","","","","","","","","108.49","69.00","636.00","23.90","1135.70","47511.00","78.00","65.64","143.00","8.15","56.84","1255.00","2.96","11.50","700.00","11.11","68.35","1107.00"
"1971-72","Rabi","16.71","30.76","1841.00","191.39","264.10","1380.00","0.00","0.00","0.00","24.55","25.77","1050.00","69.05","23.61","342.00","","","","","","","","","","69.05","23.61","342.00","93.60","49.38","528.00","301.70","344.24","1141.00","","","","79.12","50.81","642.00","","","","","","","","","","118.93","43.30","364.00","198.05","94.10","475.00","499.75","438.34","877.00","","","","","","","","","","","","","","","","","","","36.14","14.33","396.00","20.64","5.30","256.00","5.98","1.31","218.00","62.76","20.93","333.00","","","","","","","","","","","","","","",""
"1971-72","Total","377.58","430.69","1141.00","191.39","264.10","1380.00","56.68","51.01","900.00","24.55","25.77","1050.00","167.77","77.22","460.00","117.73","53.19","452.00","24.25","22.09","911.00","44.77","16.69","373.00","354.53","169.19","477.00","435.76","245.96","564.00","1004.72","940.75","936.00","23.46","16.83","718.00","79.12","50.81","642.00","","","","","","","","","","118.93","43.30","364.00","221.51","110.93","501.00","1226.23","1051.68","858.00","75.10","61.81","823.00","4.53","1.54","340.00","23.92","4.50","188.00","4.94","1.16","235.00","","","","","","","36.14","14.33","396.00","20.64","5.30","256.00","5.98","1.31","218.00","171.25","89.93","525.00","23.90","1135.70","47511.00","78.00","65.64","143.00","8.15","56.84","1255.00","2.96","11.50","700.00","11.11","68.35","1107.00"
"1970-71","Kharif","359.51","395.59","1100.00","","","","58.52","74.86","1279.00","","","","109.25","58.19","533.00","129.13","80.29","622.00","24.72","21.55","872.00","47.83","19.88","416.00","310.93","179.90","579.00","369.46","254.76","690.00","728.96","650.35","892.00","26.55","18.83","709.00","","","","","","","","","","","","","","","","26.55","18.83","709.00","755.51","669.18","886.00","73.26","61.11","834.00","4.39","1.36","310.00","24.33","5.62","231.00","4.89","1.28","261.00","","","","","","","","","","","","","","","","106.87","69.37","649.00","26.15","1263.68","48322.00","76.05","44.99","101.00","7.49","49.38","1186.00","3.30","12.55","684.00","10.80","61.93","1032.00"
"1970-71","Rabi","16.36","26.66","1630.00","182.41","238.33","1307.00","0.00","0.00","0.00","25.55","27.84","1090.00","64.49","22.85","354.00","","","","","","","","","","64.49","22.85","354.00","90.04","50.70","563.00","288.80","315.69","1093.00","","","","78.39","51.99","663.00","","","","","","","","","","120.40","47.35","393.00","198.79","99.35","500.00","487.59","415.03","851.00","","","","","","","","","","","","","","","","","","","33.23","19.75","594.00","18.97","4.74","250.00","5.88","1.54","262.00","58.08","26.03","448.00","","","","","","","","","","","","","","",""
"1970-71","Total","375.87","422.25","1123.00","182.41","238.33","1307.00","58.52","74.86","1279.00","25.55","27.84","1090.00","173.74","81.04","466.00","129.13","80.29","622.00","24.72","21.55","872.00","47.83","19.88","416.00","375.43","202.76","540.00","459.50","305.46","665.00","1017.77","966.03","949.00","26.55","18.83","709.00","78.39","51.99","663.00","","","","","","","","","","120.40","47.35","393.00","225.34","118.18","524.00","1243.11","1084.21","872.00","73.26","61.11","834.00","4.39","1.36","310.00","24.33","5.62","231.00","4.89","1.28","261.00","","","","","","","33.23","19.75","594.00","18.97","4.74","250.00","5.88","1.54","262.00","164.94","95.40","578.00","26.15","1263.68","48322.00","76.05","44.99","101.00","7.49","49.38","1186.00","3.30","12.55","684.00","10.80","61.93","1032.00"
"1969-70","Kharif","358.18","375.91","1050.00","","","","58.62","56.74","968.00","","","","115.01","64.25","559.00","124.93","53.27","426.00","27.83","21.17","761.00","47.33","17.32","366.00","315.10","156.01","495.00","373.72","212.76","569.00","731.90","588.67","804.00","26.69","18.42","690.00","","","","","","","","","","","","","","","","26.69","18.42","690.00","758.58","607.09","800.00","71.25","51.30","720.00","4.02","1.23","306.00","23.09","4.48","194.00","4.82","0.98","203.00","","","","","","","","","","","","","","","","103.18","57.99","562.00","27.49","1350.24","49121.00","77.31","52.55","116.00","7.68","56.55","1326.00","3.21","11.30","633.00","10.89","67.85","1122.00"
"1969-70","Rabi","18.52","28.39","1533.00","166.26","200.93","1209.00","0.00","0.00","0.00","27.65","27.16","982.00","71.04","32.96","464.00","","","","","","","","","","71.04","32.96","464.00","98.69","60.12","609.00","283.47","289.45","1021.00","","","","77.52","55.46","715.00","","","","","","","","","","116.03","43.03","371.00","193.54","98.49","509.00","477.01","387.93","813.00","","","","","","","","","","","","","","","","","","","31.73","15.64","493.00","18.03","4.69","260.00","5.80","1.42","245.00","55.56","21.75","392.00","","","","","","","","","","","","","","",""
"1969-70","Total","376.70","404.30","1073.00","166.26","200.93","1209.00","58.62","56.74","968.00","27.65","27.16","982.00","186.05","97.21","522.00","124.93","53.27","426.00","27.83","21.17","761.00","47.33","17.32","366.00","386.14","188.97","489.00","472.41","272.88","578.00","1015.37","878.11","865.00","26.69","18.42","690.00","77.52","55.46","715.00","","","","","","","","","","116.03","43.03","371.00","220.23","116.91","531.00","1235.60","995.02","805.00","71.25","51.30","720.00","4.02","1.23","306.00","23.09","4.48","194.00","4.82","0.98","203.00","","","","","","","31.73","15.64","493.00","18.03","4.69","260.00","5.80","1.42","245.00","158.74","79.75","502.00","27.49","1350.24","49121.00","77.31","52.55","116.00","7.68","56.55","1326.00","3.21","11.30","633.00","10.89","67.85","1122.00"
